Pos	Node	Gap
120	N11	0
120	N12	1
120	N13	1
120	N14	1
120	N15	1
120	N16	1
120	N17	1
120	N18	1
120	N19	1
120	N2	1
120	N20	1
120	N21	1
120	N22	1
120	N23	1
120	N24	1
120	N25	1
120	N26	1
120	N27	1
120	N28	1
120	N29	1
120	N3	1
120	N30	1
120	N31	1
120	N32	1
120	N33	1
120	N34	1
120	N35	0
120	N36	0
120	N37	0
120	N38	0
120	N39	0
120	N4	1
120	N40	0
120	N41	0
120	N42	0
120	N43	0
120	N44	0
120	N45	0
120	N46	0
120	N47	0
120	N48	0
120	N49	0
120	N5	1
120	N50	0
120	N51	0
120	N52	0
120	N53	0
120	N54	0
120	N55	0
120	N56	0
120	N57	0
120	N58	0
120	N59	0
120	N6	1
120	N60	0
120	N61	0
120	N7	1
120	N8	1
120	N9	1
121	N1	1
121	N10	1
121	N11	0
121	N12	1
121	N13	1
121	N14	1
121	N15	1
121	N16	1
121	N17	1
121	N18	1
121	N19	1
121	N2	1
121	N20	1
121	N21	1
121	N22	1
121	N23	1
121	N24	1
121	N25	1
121	N26	1
121	N27	1
121	N28	1
121	N29	1
121	N3	1
121	N30	1
121	N31	1
121	N32	1
121	N33	1
121	N34	1
121	N35	0
121	N36	0
121	N37	0
121	N38	0
121	N39	0
121	N4	1
121	N40	0
121	N41	0
121	N42	0
121	N43	0
121	N44	0
121	N45	0
121	N46	0
121	N47	0
121	N48	0
121	N49	0
121	N5	1
121	N50	0
121	N51	0
121	N52	0
121	N53	0
121	N54	0
121	N55	0
121	N56	0
121	N57	0
121	N58	0
121	N59	0
121	N6	1
121	N60	0
121	N61	0
121	N7	0
121	N8	0
121	N9	1
141	N1	0
141	N10	0
141	N11	0
141	N12	1
141	N13	1
141	N14	1
141	N15	1
141	N16	1
141	N17	1
141	N18	1
141	N19	1
141	N2	0
141	N20	1
141	N21	1
141	N22	1
141	N23	1
141	N24	1
141	N25	1
141	N26	1
141	N27	1
141	N28	1
141	N29	1
141	N3	0
141	N30	1
141	N31	1
141	N32	1
141	N33	1
141	N34	1
141	N35	0
141	N36	0
141	N37	0
141	N38	0
141	N39	0
141	N4	0
141	N40	0
141	N41	0
141	N42	0
141	N43	0
141	N44	0
141	N45	0
141	N46	0
141	N47	0
141	N48	0
141	N49	0
141	N5	0
141	N50	0
141	N51	0
141	N52	0
141	N53	0
141	N54	0
141	N55	0
141	N56	0
141	N57	0
141	N58	0
141	N59	0
141	N6	0
141	N60	0
141	N61	0
141	N7	0
141	N8	0
141	N9	0
142	N1	0
142	N10	0
142	N11	0
142	N12	1
142	N13	1
142	N14	1
142	N15	1
142	N16	1
142	N17	1
142	N18	1
142	N19	1
142	N2	0
142	N20	1
142	N21	1
142	N22	1
142	N23	1
142	N24	1
142	N25	1
142	N26	1
142	N27	1
142	N28	1
142	N29	1
142	N3	0
142	N30	1
142	N31	1
142	N32	1
142	N33	1
142	N34	1
142	N35	0
142	N36	0
142	N37	0
142	N38	0
142	N39	0
142	N4	0
142	N40	0
142	N41	0
142	N42	0
142	N43	0
142	N44	0
142	N45	0
142	N46	0
142	N47	0
142	N48	0
142	N49	0
142	N5	0
142	N50	0
142	N51	0
142	N52	0
142	N53	0
142	N54	0
142	N55	0
142	N56	0
142	N57	0
142	N58	0
142	N59	0
142	N6	0
142	N60	0
142	N61	0
142	N7	0
142	N8	0
142	N9	0
143	N1	0
143	N10	0
143	N11	0
143	N12	1
143	N13	1
143	N14	1
143	N15	1
143	N16	1
143	N17	1
143	N18	1
143	N19	1
143	N2	0
143	N20	1
143	N21	1
143	N22	1
143	N23	1
143	N24	1
143	N25	1
143	N26	1
143	N27	1
143	N28	1
143	N29	1
143	N3	0
143	N30	1
143	N31	1
143	N32	1
143	N33	1
143	N34	1
143	N35	0
143	N36	0
143	N37	0
143	N38	0
143	N39	0
143	N4	0
143	N40	0
143	N41	0
143	N42	0
143	N43	0
143	N44	0
143	N45	0
143	N46	0
143	N47	0
143	N48	0
143	N49	0
143	N5	0
143	N50	0
143	N51	0
143	N52	0
143	N53	0
143	N54	0
143	N55	0
143	N56	0
143	N57	0
143	N58	0
143	N59	0
143	N6	0
143	N60	0
143	N61	0
143	N7	0
143	N8	0
143	N9	0
144	N1	0
144	N10	0
144	N11	0
144	N12	1
144	N13	1
144	N14	1
144	N15	1
144	N16	1
144	N17	1
144	N18	1
144	N19	1
144	N2	0
144	N20	1
144	N21	1
144	N22	1
144	N23	1
144	N24	1
144	N25	1
144	N26	1
144	N27	1
144	N28	1
144	N29	1
144	N3	0
144	N30	1
144	N31	1
144	N32	1
144	N33	1
144	N34	1
144	N35	0
144	N36	0
144	N37	0
144	N38	0
144	N39	0
144	N4	0
144	N40	0
144	N41	0
144	N42	0
144	N43	0
144	N44	0
144	N45	0
144	N46	0
144	N47	0
144	N48	0
144	N49	0
144	N5	0
144	N50	0
144	N51	0
144	N52	0
144	N53	0
144	N54	0
144	N55	0
144	N56	0
144	N57	0
144	N58	0
144	N59	0
144	N6	0
144	N60	0
144	N61	0
144	N7	0
144	N8	0
144	N9	0
145	N1	0
145	N10	0
145	N11	0
145	N12	1
145	N13	1
145	N14	1
145	N15	1
145	N16	1
145	N17	1
145	N18	1
145	N19	1
145	N2	0
145	N20	1
145	N21	1
145	N22	1
145	N23	1
145	N24	1
145	N25	1
145	N26	1
145	N27	1
145	N28	1
145	N29	1
145	N3	0
145	N30	1
145	N31	1
145	N32	1
145	N33	1
145	N34	1
145	N35	0
145	N36	0
145	N37	0
145	N38	0
145	N39	0
145	N4	0
145	N40	0
145	N41	0
145	N42	0
145	N43	0
145	N44	0
145	N45	0
145	N46	0
145	N47	0
145	N48	0
145	N49	0
145	N5	0
145	N50	0
145	N51	0
145	N52	0
145	N53	0
145	N54	0
145	N55	0
145	N56	0
145	N57	0
145	N58	0
145	N59	0
145	N6	0
145	N60	0
145	N61	0
145	N7	0
145	N8	0
145	N9	0
146	N1	0
146	N10	0
146	N11	0
146	N12	1
146	N13	1
146	N14	1
146	N15	1
146	N16	1
146	N17	1
146	N18	1
146	N19	1
146	N2	0
146	N20	1
146	N21	1
146	N22	1
146	N23	1
146	N24	1
146	N25	1
146	N26	1
146	N27	1
146	N28	1
146	N29	1
146	N3	0
146	N30	1
146	N31	1
146	N32	1
146	N33	1
146	N34	1
146	N35	0
146	N36	0
146	N37	0
146	N38	0
146	N39	0
146	N4	0
146	N40	0
146	N41	0
146	N42	0
146	N43	0
146	N44	0
146	N45	0
146	N46	0
146	N47	0
146	N48	0
146	N49	0
146	N5	0
146	N50	0
146	N51	0
146	N52	0
146	N53	0
146	N54	0
146	N55	0
146	N56	0
146	N57	0
146	N58	0
146	N59	0
146	N6	0
146	N60	0
146	N61	0
146	N7	0
146	N8	0
146	N9	0
147	N1	0
147	N10	0
147	N11	0
147	N12	1
147	N13	1
147	N14	1
147	N15	1
147	N16	1
147	N17	1
147	N18	1
147	N19	1
147	N2	0
147	N20	1
147	N21	1
147	N22	1
147	N23	1
147	N24	1
147	N25	1
147	N26	1
147	N27	1
147	N28	1
147	N29	1
147	N3	0
147	N30	1
147	N31	1
147	N32	1
147	N33	1
147	N34	1
147	N35	0
147	N36	0
147	N37	0
147	N38	0
147	N39	0
147	N4	0
147	N40	0
147	N41	0
147	N42	0
147	N43	0
147	N44	0
147	N45	0
147	N46	0
147	N47	0
147	N48	0
147	N49	0
147	N5	0
147	N50	0
147	N51	0
147	N52	0
147	N53	0
147	N54	0
147	N55	0
147	N56	0
147	N57	0
147	N58	0
147	N59	0
147	N6	0
147	N60	0
147	N61	0
147	N7	0
147	N8	0
147	N9	0
148	N1	0
148	N10	0
148	N11	0
148	N12	1
148	N13	1
148	N14	1
148	N15	1
148	N16	1
148	N17	1
148	N18	1
148	N19	1
148	N2	0
148	N20	1
148	N21	1
148	N22	1
148	N23	1
148	N24	1
148	N25	1
148	N26	1
148	N27	1
148	N28	1
148	N29	1
148	N3	0
148	N30	1
148	N31	1
148	N32	1
148	N33	1
148	N34	1
148	N35	0
148	N36	0
148	N37	0
148	N38	0
148	N39	0
148	N4	0
148	N40	0
148	N41	0
148	N42	0
148	N43	0
148	N44	0
148	N45	0
148	N46	0
148	N47	0
148	N48	0
148	N49	0
148	N5	0
148	N50	0
148	N51	0
148	N52	0
148	N53	0
148	N54	0
148	N55	0
148	N56	0
148	N57	0
148	N58	0
148	N59	0
148	N6	0
148	N60	0
148	N61	0
148	N7	0
148	N8	0
148	N9	0
149	N1	0
149	N10	0
149	N11	0
149	N12	1
149	N13	1
149	N14	1
149	N15	1
149	N16	1
149	N17	1
149	N18	1
149	N19	1
149	N2	0
149	N20	1
149	N21	1
149	N22	1
149	N23	1
149	N24	1
149	N25	1
149	N26	1
149	N27	1
149	N28	1
149	N29	1
149	N3	0
149	N30	1
149	N31	1
149	N32	1
149	N33	1
149	N34	1
149	N35	0
149	N36	0
149	N37	0
149	N38	0
149	N39	0
149	N4	0
149	N40	0
149	N41	0
149	N42	0
149	N43	0
149	N44	0
149	N45	0
149	N46	0
149	N47	0
149	N48	0
149	N49	0
149	N5	0
149	N50	0
149	N51	0
149	N52	0
149	N53	0
149	N54	0
149	N55	0
149	N56	0
149	N57	0
149	N58	0
149	N59	0
149	N6	0
149	N60	0
149	N61	0
149	N7	0
149	N8	0
149	N9	0
150	N1	0
150	N10	0
150	N11	0
150	N12	1
150	N13	1
150	N14	1
150	N15	1
150	N16	1
150	N17	1
150	N18	1
150	N19	1
150	N2	0
150	N20	1
150	N21	1
150	N22	1
150	N23	1
150	N24	1
150	N25	1
150	N26	1
150	N27	1
150	N28	1
150	N29	1
150	N3	0
150	N30	1
150	N31	1
150	N32	1
150	N33	1
150	N34	1
150	N35	0
150	N36	0
150	N37	0
150	N38	0
150	N39	0
150	N4	0
150	N40	0
150	N41	0
150	N42	0
150	N43	0
150	N44	0
150	N45	0
150	N46	0
150	N47	0
150	N48	0
150	N49	0
150	N5	0
150	N50	0
150	N51	0
150	N52	0
150	N53	0
150	N54	0
150	N55	0
150	N56	0
150	N57	0
150	N58	0
150	N59	0
150	N6	0
150	N60	0
150	N61	0
150	N7	0
150	N8	0
150	N9	0
151	N1	0
151	N10	0
151	N11	0
151	N12	1
151	N13	1
151	N14	1
151	N15	1
151	N16	1
151	N17	1
151	N18	1
151	N19	1
151	N2	0
151	N20	1
151	N21	1
151	N22	1
151	N23	1
151	N24	1
151	N25	1
151	N26	1
151	N27	1
151	N28	1
151	N29	1
151	N3	0
151	N30	1
151	N31	1
151	N32	1
151	N33	1
151	N34	1
151	N35	0
151	N36	0
151	N37	0
151	N38	0
151	N39	0
151	N4	0
151	N40	0
151	N41	0
151	N42	0
151	N43	0
151	N44	0
151	N45	0
151	N46	0
151	N47	0
151	N48	0
151	N49	0
151	N5	0
151	N50	0
151	N51	0
151	N52	0
151	N53	0
151	N54	0
151	N55	0
151	N56	0
151	N57	0
151	N58	0
151	N59	0
151	N6	0
151	N60	0
151	N61	0
151	N7	0
151	N8	0
151	N9	0
152	N1	1
152	N10	0
152	N11	0
152	N12	1
152	N13	1
152	N14	1
152	N15	1
152	N16	1
152	N17	1
152	N18	1
152	N19	1
152	N2	0
152	N20	1
152	N21	1
152	N22	1
152	N23	1
152	N24	1
152	N25	1
152	N26	1
152	N27	1
152	N28	1
152	N29	1
152	N3	0
152	N30	1
152	N31	1
152	N32	1
152	N33	1
152	N34	1
152	N35	0
152	N36	0
152	N37	0
152	N38	0
152	N39	0
152	N4	0
152	N40	0
152	N41	0
152	N42	0
152	N43	0
152	N44	0
152	N45	0
152	N46	0
152	N47	0
152	N48	0
152	N49	0
152	N5	0
152	N50	0
152	N51	0
152	N52	0
152	N53	0
152	N54	0
152	N55	0
152	N56	0
152	N57	0
152	N58	0
152	N59	0
152	N6	0
152	N60	0
152	N61	0
152	N7	0
152	N8	0
152	N9	0
153	N1	1
153	N10	1
153	N11	1
153	N12	1
153	N13	1
153	N14	1
153	N15	1
153	N16	1
153	N17	1
153	N18	1
153	N19	1
153	N2	1
153	N20	1
153	N21	1
153	N22	1
153	N23	1
153	N24	1
153	N25	1
153	N26	1
153	N27	1
153	N28	1
153	N29	1
153	N3	1
153	N30	1
153	N31	1
153	N32	1
153	N33	1
153	N34	1
153	N35	1
153	N36	1
153	N37	1
153	N38	1
153	N39	1
153	N4	1
153	N40	1
153	N41	1
153	N42	1
153	N43	1
153	N44	1
153	N45	1
153	N46	1
153	N47	1
153	N48	1
153	N49	1
153	N5	1
153	N50	1
153	N51	1
153	N52	1
153	N53	1
153	N54	1
153	N55	1
153	N56	1
153	N57	1
153	N58	0
153	N59	0
153	N6	0
153	N60	0
153	N61	0
153	N7	0
153	N8	0
153	N9	1
155	N1	0
155	N10	0
155	N11	0
155	N12	0
155	N13	0
155	N14	0
155	N15	0
155	N16	0
155	N17	0
155	N18	0
155	N19	0
155	N2	0
155	N20	0
155	N21	0
155	N22	0
155	N23	0
155	N24	0
155	N25	0
155	N26	0
155	N27	0
155	N28	0
155	N29	0
155	N3	0
155	N30	0
155	N31	0
155	N32	0
155	N33	0
155	N34	0
155	N35	0
155	N36	0
155	N37	0
155	N38	0
155	N39	0
155	N4	0
155	N40	0
155	N41	0
155	N42	0
155	N43	0
155	N44	0
155	N45	0
155	N46	0
155	N47	0
155	N48	0
155	N49	0
155	N5	0
155	N50	0
155	N51	0
155	N52	0
155	N53	0
155	N54	0
155	N55	0
155	N56	0
155	N57	0
155	N58	0
155	N59	0
155	N6	0
155	N60	0
155	N61	0
155	N7	0
155	N8	0
155	N9	0
156	N1	0
156	N10	0
156	N11	0
156	N12	0
156	N13	0
156	N14	0
156	N15	0
156	N16	0
156	N17	0
156	N18	0
156	N19	0
156	N2	0
156	N20	0
156	N21	0
156	N22	0
156	N23	0
156	N24	0
156	N25	0
156	N26	0
156	N27	0
156	N28	0
156	N29	0
156	N3	0
156	N30	0
156	N31	0
156	N32	0
156	N33	0
156	N34	0
156	N35	0
156	N36	0
156	N37	0
156	N38	0
156	N39	0
156	N4	0
156	N40	0
156	N41	0
156	N42	0
156	N43	0
156	N44	0
156	N45	0
156	N46	0
156	N47	0
156	N48	0
156	N49	0
156	N5	0
156	N50	0
156	N51	0
156	N52	0
156	N53	0
156	N54	0
156	N55	0
156	N56	0
156	N57	0
156	N58	0
156	N59	0
156	N6	0
156	N60	0
156	N61	0
156	N7	0
156	N8	0
156	N9	0
157	N1	0
157	N10	0
157	N11	0
157	N12	0
157	N13	1
157	N14	1
157	N15	1
157	N16	1
157	N17	1
157	N18	1
157	N19	1
157	N2	0
157	N20	1
157	N21	0
157	N22	0
157	N23	0
157	N24	0
157	N25	0
157	N26	1
157	N27	1
157	N28	1
157	N29	1
157	N3	0
157	N30	1
157	N31	1
157	N32	1
157	N33	1
157	N34	1
157	N35	0
157	N36	0
157	N37	0
157	N38	0
157	N39	0
157	N4	0
157	N40	0
157	N41	0
157	N42	0
157	N43	0
157	N44	0
157	N45	0
157	N46	0
157	N47	0
157	N48	0
157	N49	0
157	N5	0
157	N50	0
157	N51	0
157	N52	0
157	N53	0
157	N54	0
157	N55	0
157	N56	0
157	N57	0
157	N58	0
157	N59	0
157	N6	0
157	N60	0
157	N61	0
157	N7	0
157	N8	0
157	N9	0
158	N1	0
158	N10	0
158	N11	0
158	N12	0
158	N13	0
158	N14	0
158	N15	0
158	N16	0
158	N17	0
158	N18	0
158	N19	0
158	N2	0
158	N20	0
158	N21	0
158	N22	0
158	N23	0
158	N24	0
158	N25	0
158	N26	0
158	N27	0
158	N28	0
158	N29	0
158	N3	0
158	N30	0
158	N31	0
158	N32	0
158	N33	0
158	N34	0
158	N35	0
158	N36	0
158	N37	0
158	N38	0
158	N39	0
158	N4	0
158	N40	0
158	N41	0
158	N42	0
158	N43	0
158	N44	0
158	N45	0
158	N46	0
158	N47	0
158	N48	0
158	N49	0
158	N5	0
158	N50	0
158	N51	0
158	N52	0
158	N53	0
158	N54	0
158	N55	0
158	N56	0
158	N57	0
158	N58	0
158	N59	0
158	N6	0
158	N60	0
158	N61	0
158	N7	0
158	N8	0
158	N9	0
159	N1	0
159	N10	0
159	N11	0
159	N12	0
159	N13	0
159	N14	0
159	N15	0
159	N16	0
159	N17	0
159	N18	0
159	N19	0
159	N2	0
159	N20	0
159	N21	0
159	N22	0
159	N23	0
159	N24	0
159	N25	0
159	N26	0
159	N27	0
159	N28	0
159	N29	0
159	N3	0
159	N30	0
159	N31	0
159	N32	0
159	N33	0
159	N34	0
159	N35	0
159	N36	0
159	N37	0
159	N38	0
159	N39	0
159	N4	0
159	N40	0
159	N41	0
159	N42	0
159	N43	0
159	N44	0
159	N45	0
159	N46	0
159	N47	0
159	N48	0
159	N49	0
159	N5	0
159	N50	0
159	N51	0
159	N52	0
159	N53	0
159	N54	0
159	N55	0
159	N56	0
159	N57	0
159	N58	0
159	N59	0
159	N6	0
159	N60	0
159	N61	0
159	N7	0
159	N8	0
159	N9	0
160	N1	0
160	N10	0
160	N11	0
160	N12	0
160	N13	0
160	N14	0
160	N15	0
160	N16	0
160	N17	0
160	N18	0
160	N19	0
160	N2	0
160	N20	0
160	N21	0
160	N22	0
160	N23	0
160	N24	0
160	N25	0
160	N26	0
160	N27	0
160	N28	0
160	N29	0
160	N3	0
160	N30	0
160	N31	0
160	N32	0
160	N33	0
160	N34	0
160	N35	0
160	N36	0
160	N37	0
160	N38	0
160	N39	0
160	N4	0
160	N40	0
160	N41	0
160	N42	0
160	N43	0
160	N44	0
160	N45	0
160	N46	0
160	N47	0
160	N48	0
160	N49	0
160	N5	0
160	N50	0
160	N51	0
160	N52	0
160	N53	0
160	N54	0
160	N55	0
160	N56	0
160	N57	0
160	N58	0
160	N59	0
160	N6	0
160	N60	0
160	N61	0
160	N7	0
160	N8	0
160	N9	0
161	N1	0
161	N10	0
161	N11	0
161	N12	0
161	N13	0
161	N14	0
161	N15	0
161	N16	0
161	N17	0
161	N18	0
161	N19	0
161	N2	0
161	N20	0
161	N21	0
161	N22	0
161	N23	0
161	N24	0
161	N25	0
161	N26	0
161	N27	0
161	N28	0
161	N29	0
161	N3	0
161	N30	0
161	N31	0
161	N32	0
161	N33	0
161	N34	0
161	N35	0
161	N36	0
161	N37	0
161	N38	0
161	N39	0
161	N4	0
161	N40	0
161	N41	0
161	N42	0
161	N43	0
161	N44	0
161	N45	0
161	N46	0
161	N47	0
161	N48	0
161	N49	0
161	N5	0
161	N50	0
161	N51	0
161	N52	0
161	N53	0
161	N54	0
161	N55	0
161	N56	0
161	N57	0
161	N58	0
161	N59	0
161	N6	0
161	N60	0
161	N61	0
161	N7	0
161	N8	0
161	N9	0
162	N1	0
162	N10	0
162	N11	0
162	N12	0
162	N13	0
162	N14	0
162	N15	0
162	N16	0
162	N17	0
162	N18	0
162	N19	0
162	N2	0
162	N20	0
162	N21	0
162	N22	0
162	N23	0
162	N24	0
162	N25	0
162	N26	0
162	N27	0
162	N28	0
162	N29	0
162	N3	0
162	N30	0
162	N31	0
162	N32	0
162	N33	0
162	N34	0
162	N35	0
162	N36	0
162	N37	0
162	N38	0
162	N39	0
162	N4	0
162	N40	0
162	N41	0
162	N42	0
162	N43	0
162	N44	0
162	N45	0
162	N46	0
162	N47	0
162	N48	0
162	N49	0
162	N5	0
162	N50	0
162	N51	0
162	N52	0
162	N53	0
162	N54	0
162	N55	0
162	N56	0
162	N57	0
162	N58	0
162	N59	0
162	N6	0
162	N60	0
162	N61	0
162	N7	0
162	N8	0
162	N9	0
169	N1	1
169	N10	1
169	N11	1
169	N12	1
169	N13	1
169	N14	1
169	N15	1
169	N16	1
169	N17	1
169	N18	1
169	N19	1
169	N2	1
169	N20	1
169	N21	1
169	N22	1
169	N23	1
169	N24	1
169	N25	1
169	N26	1
169	N27	1
169	N28	1
169	N29	1
169	N3	1
169	N30	1
169	N31	1
169	N32	1
169	N33	1
169	N34	1
169	N35	1
169	N36	1
169	N37	1
169	N38	1
169	N39	1
169	N4	1
169	N40	1
169	N41	1
169	N42	1
169	N43	1
169	N44	1
169	N45	1
169	N46	1
169	N47	1
169	N48	1
169	N49	1
169	N5	1
169	N50	1
169	N51	1
169	N52	1
169	N53	1
169	N54	1
169	N55	1
169	N56	1
169	N57	1
169	N58	1
169	N59	1
169	N6	1
169	N60	1
169	N61	1
169	N7	1
169	N8	1
169	N9	1
