# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =2
#  1->0 =1
#  1->1 =0
POS	Node	State
3	S33	0
3	S35	0
3	N9	0
3	S36	1
3	N10	0
3	N11	0
3	N12	0
3	S60	0
3	N13	0
3	N14	0
3	N15	0
3	N16	0
3	S57	0
3	N17	0
3	N18	0
3	S59	0
3	N19	0
3	S56	0
3	S55	0
3	S58	0
3	S54	0
3	N20	0
3	N21	0
3	N22	0
3	S52	0
3	S51	0
3	N23	0
3	S53	0
3	N24	0
3	S47	0
3	N25	0
3	S49	0
3	S48	0
3	S50	0
3	N26	0
3	S46	0
3	N27	0
3	N28	0
3	S43	0
3	N29	0
3	S45	0
3	S44	0
3	N30	0
3	N31	0
3	S41	0
3	N32	0
3	N33	0
3	S42	0
3	S39	0
3	S40	0
3	N34	0
3	S37	0
3	S38	0
3	N35	0
3	N36	0
3	S26	0
3	N37	0
3	S28	0
3	S27	0
3	N38	0
3	N39	0
3	S23	0
3	S22	0
3	N40	0
3	N41	0
3	S25	0
3	N42	0
3	N43	0
3	N44	0
3	S8	0
3	N45	0
3	S11	0
3	N46	0
3	N47	0
3	S12	0
3	S13	0
3	S7	0
3	N48	0
3	S9	0
3	S10	0
3	N49	0
3	N50	0
3	S16	0
3	N51	0
3	S15	0
3	N52	0
3	N53	0
3	S20	0
3	N54	0
3	S17	0
3	S18	0
3	N55	0
3	S19	0
3	S21	0
3	S14	0
3	S24	0
3	N56	0
3	S6	0
3	N57	0
3	S4	0
3	N58	0
3	S3	0
3	N59	0
3	S5	0
3	N60	0
3	S2	0
3	S1	0
3	S61	0
4	N1	0
4	N2	0
4	N3	0
4	N4	0
4	S34	0
4	N5	0
4	N6	1
4	S30	1
4	S29	1
4	N7	0
4	S32	0
4	N8	0
4	S31	0
4	S33	0
4	S35	0
4	N9	0
4	S36	0
4	N10	0
4	N11	0
4	N12	0
4	S60	0
4	N13	0
4	N14	0
4	N15	0
4	N16	0
4	S57	0
4	N17	0
4	N18	0
4	S59	0
4	N19	0
4	S56	0
4	S55	0
4	S58	0
4	S54	0
4	N20	0
4	N21	0
4	N22	0
4	S52	0
4	S51	0
4	N23	0
4	S53	0
4	N24	0
4	S47	0
4	N25	0
4	S49	0
4	S48	0
4	S50	0
4	N26	0
4	S46	0
4	N27	0
4	N28	0
4	S43	0
4	N29	0
4	S45	0
4	S44	0
4	N30	0
4	N31	0
4	S41	0
4	N32	0
4	N33	0
4	S42	0
4	S39	0
4	S40	0
4	N34	0
4	S37	0
4	S38	0
4	N35	0
4	N36	0
4	S26	0
4	N37	0
4	S28	0
4	S27	0
4	N38	0
4	N39	0
4	S23	0
4	S22	0
4	N40	0
4	N41	0
4	S25	0
4	N42	0
4	N43	0
4	N44	0
4	S8	0
4	N45	0
4	S11	0
4	N46	0
4	N47	0
4	S12	0
4	S13	0
4	S7	0
4	N48	0
4	S9	0
4	S10	0
4	N49	0
4	N50	0
4	S16	0
4	N51	0
4	S15	0
4	N52	0
4	N53	0
4	S20	0
4	N54	0
4	S17	0
4	S18	0
4	N55	0
4	S19	0
4	S21	0
4	S14	0
4	S24	0
4	N56	0
4	S6	0
4	N57	0
4	S4	0
4	N58	0
4	S3	0
4	N59	0
4	S5	0
4	N60	0
4	S2	0
4	S1	0
4	S61	0
5	N1	0
5	N2	0
5	N3	1
5	N4	1
5	S34	1
5	N5	1
5	N6	1
5	S30	1
5	S29	1
5	N7	1
5	S32	1
5	N8	1
5	S31	1
5	S33	1
5	S35	1
5	N9	0
5	S36	0
5	N10	0
5	N11	0
5	N12	0
5	S60	0
5	N13	0
5	N14	0
5	N15	0
5	N16	0
5	S57	0
5	N17	0
5	N18	0
5	S59	0
5	N19	0
5	S56	0
5	S55	0
5	S58	0
5	S54	0
5	N20	0
5	N21	0
5	N22	0
5	S52	0
5	S51	0
5	N23	0
5	S53	0
5	N24	0
5	S47	0
5	N25	0
5	S49	0
5	S48	0
5	S50	0
5	N26	0
5	S46	0
5	N27	0
5	N28	0
5	S43	0
5	N29	0
5	S45	0
5	S44	0
5	N30	0
5	N31	0
5	S41	0
5	N32	0
5	N33	0
5	S42	0
5	S39	0
5	S40	0
5	N34	0
5	S37	0
5	S38	0
5	N35	0
5	N36	0
5	S26	0
5	N37	0
5	S28	0
5	S27	0
5	N38	0
5	N39	0
5	S23	0
5	S22	0
5	N40	0
5	N41	0
5	S25	0
5	N42	0
5	N43	0
5	N44	0
5	S8	0
5	N45	0
5	S11	0
5	N46	0
5	N47	0
5	S12	0
5	S13	0
5	S7	0
5	N48	0
5	S9	0
5	S10	0
5	N49	0
5	N50	0
5	S16	0
5	N51	0
5	S15	0
5	N52	0
5	N53	0
5	S20	0
5	N54	0
5	S17	0
5	S18	0
5	N55	0
5	S19	0
5	S21	0
5	S14	0
5	S24	0
5	N56	0
5	S6	0
5	N57	0
5	S4	0
5	N58	0
5	S3	0
5	N59	0
5	S5	0
5	N60	0
5	S2	0
5	S1	0
5	S61	0
6	N1	0
6	N2	0
6	N3	0
6	N4	0
6	S34	0
6	N5	0
6	N6	0
6	S30	0
6	S29	0
6	N7	0
6	S32	0
6	N8	0
6	S31	0
6	S33	0
6	S35	0
6	N9	0
6	S36	0
6	N10	0
6	N11	0
6	N12	1
6	S60	1
6	N13	1
6	N14	1
6	N15	1
6	N16	1
6	S57	1
6	N17	1
6	N18	1
6	S59	1
6	N19	1
6	S56	1
6	S55	1
6	S58	1
6	S54	1
6	N20	1
6	N21	1
6	N22	1
6	S52	1
6	S51	1
6	N23	1
6	S53	1
6	N24	1
6	S47	1
6	N25	1
6	S49	1
6	S48	1
6	S50	1
6	N26	1
6	S46	1
6	N27	1
6	N28	1
6	S43	1
6	N29	1
6	S45	1
6	S44	1
6	N30	1
6	N31	1
6	S41	1
6	N32	1
6	N33	1
6	S42	1
6	S39	1
6	S40	1
6	N34	1
6	S37	1
6	S38	1
6	N35	0
6	N36	0
6	S26	0
6	N37	0
6	S28	0
6	S27	0
6	N38	0
6	N39	0
6	S23	0
6	S22	0
6	N40	0
6	N41	0
6	S25	0
6	N42	0
6	N43	0
6	N44	0
6	S8	0
6	N45	0
6	S11	0
6	N46	0
6	N47	0
6	S12	0
6	S13	0
6	S7	0
6	N48	0
6	S9	0
6	S10	0
6	N49	0
6	N50	0
6	S16	0
6	N51	0
6	S15	0
6	N52	0
6	N53	0
6	S20	0
6	N54	0
6	S17	0
6	S18	0
6	N55	0
6	S19	0
6	S21	0
6	S14	0
6	S24	0
6	N56	0
6	S6	0
6	N57	0
6	S4	0
6	N58	0
6	S3	0
6	N59	0
6	S5	0
6	N60	0
6	S2	0
6	S1	0
6	S61	0
7	N1	0
7	N2	0
7	N3	0
7	N4	0
7	S34	0
7	N5	0
7	N6	0
7	S30	0
7	S29	0
7	N7	0
7	S32	0
7	N8	0
7	S31	0
7	S33	1
7	S35	0
7	N9	0
7	S36	0
7	N10	0
7	N11	0
7	N12	0
7	S60	0
7	N13	0
7	N14	0
7	N15	0
7	N16	0
7	S57	0
7	N17	0
7	N18	0
7	S59	0
7	N19	0
7	S56	0
7	S55	0
7	S58	0
7	S54	0
7	N20	0
7	N21	0
7	N22	0
7	S52	0
7	S51	0
7	N23	0
7	S53	0
7	N24	0
7	S47	0
7	N25	0
7	S49	0
7	S48	0
7	S50	0
7	N26	0
7	S46	0
7	N27	0
7	N28	0
7	S43	0
7	N29	0
7	S45	0
7	S44	0
7	N30	0
7	N31	0
7	S41	0
7	N32	0
7	N33	0
7	S42	0
7	S39	0
7	S40	0
7	N34	0
7	S37	0
7	S38	0
7	N35	0
7	N36	0
7	S26	0
7	N37	0
7	S28	0
7	S27	0
7	N38	0
7	N39	0
7	S23	0
7	S22	0
7	N40	0
7	N41	0
7	S25	0
7	N42	0
7	N43	0
7	N44	0
7	S8	0
7	N45	0
7	S11	0
7	N46	0
7	N47	0
7	S12	0
7	S13	0
7	S7	0
7	N48	0
7	S9	0
7	S10	0
7	N49	0
7	N50	0
7	S16	0
7	N51	0
7	S15	0
7	N52	0
7	N53	0
7	S20	0
7	N54	0
7	S17	0
7	S18	0
7	N55	0
7	S19	0
7	S21	0
7	S14	0
7	S24	0
7	N56	0
7	S6	0
7	N57	0
7	S4	0
7	N58	0
7	S3	0
7	N59	0
7	S5	0
7	N60	0
7	S2	0
7	S1	0
7	S61	0
8	N1	0
8	N2	0
8	N3	1
8	N4	1
8	S34	1
8	N5	0
8	N6	0
8	S30	0
8	S29	0
8	N7	0
8	S32	0
8	N8	0
8	S31	0
8	S33	0
8	S35	1
8	N9	0
8	S36	0
8	N10	0
8	N11	0
8	N12	0
8	S60	0
8	N13	0
8	N14	0
8	N15	0
8	N16	0
8	S57	0
8	N17	0
8	N18	0
8	S59	0
8	N19	0
8	S56	0
8	S55	0
8	S58	0
8	S54	0
8	N20	0
8	N21	0
8	N22	0
8	S52	0
8	S51	0
8	N23	0
8	S53	0
8	N24	0
8	S47	0
8	N25	0
8	S49	0
8	S48	0
8	S50	0
8	N26	0
8	S46	0
8	N27	0
8	N28	0
8	S43	0
8	N29	0
8	S45	0
8	S44	0
8	N30	0
8	N31	0
8	S41	0
8	N32	0
8	N33	0
8	S42	0
8	S39	0
8	S40	0
8	N34	0
8	S37	0
8	S38	0
8	N35	0
8	N36	0
8	S26	0
8	N37	0
8	S28	0
8	S27	0
8	N38	0
8	N39	0
8	S23	0
8	S22	0
8	N40	0
8	N41	0
8	S25	0
8	N42	0
8	N43	0
8	N44	0
8	S8	0
8	N45	0
8	S11	0
8	N46	0
8	N47	0
8	S12	0
8	S13	0
8	S7	0
8	N48	0
8	S9	0
8	S10	0
8	N49	0
8	N50	0
8	S16	0
8	N51	0
8	S15	0
8	N52	0
8	N53	0
8	S20	0
8	N54	0
8	S17	0
8	S18	0
8	N55	0
8	S19	0
8	S21	0
8	S14	0
8	S24	0
8	N56	0
8	S6	0
8	N57	0
8	S4	0
8	N58	0
8	S3	0
8	N59	0
8	S5	1
8	N60	0
8	S2	0
8	S1	0
8	S61	0
9	N1	0
9	N2	0
9	N3	0
9	N4	0
9	S34	0
9	N5	0
9	N6	0
9	S30	0
9	S29	0
9	N7	0
9	S32	0
9	N8	0
9	S31	0
9	S33	0
9	S35	0
9	N9	0
9	S36	0
9	N10	0
9	N11	0
9	N12	0
9	S60	0
9	N13	1
9	N14	1
9	N15	0
9	N16	0
9	S57	0
9	N17	0
9	N18	0
9	S59	0
9	N19	0
9	S56	0
9	S55	0
9	S58	0
9	S54	0
9	N20	1
9	N21	1
9	N22	1
9	S52	1
9	S51	1
9	N23	1
9	S53	1
9	N24	1
9	S47	1
9	N25	1
9	S49	1
9	S48	1
9	S50	1
9	N26	1
9	S46	1
9	N27	1
9	N28	1
9	S43	1
9	N29	1
9	S45	1
9	S44	1
9	N30	1
9	N31	1
9	S41	1
9	N32	1
9	N33	1
9	S42	1
9	S39	1
9	S40	1
9	N34	1
9	S37	1
9	S38	1
9	N35	0
9	N36	0
9	S26	0
9	N37	0
9	S28	0
9	S27	0
9	N38	0
9	N39	0
9	S23	0
9	S22	0
9	N40	0
9	N41	0
9	S25	0
9	N42	0
9	N43	0
9	N44	0
9	S8	0
9	N45	0
9	S11	0
9	N46	0
9	N47	0
9	S12	0
9	S13	0
9	S7	0
9	N48	0
9	S9	0
9	S10	0
9	N49	0
9	N50	0
9	S16	0
9	N51	0
9	S15	0
9	N52	0
9	N53	0
9	S20	0
9	N54	0
9	S17	0
9	S18	0
9	N55	0
9	S19	0
9	S21	0
9	S14	0
9	S24	0
9	N56	0
9	S6	0
9	N57	0
9	S4	0
9	N58	0
9	S3	0
9	N59	0
9	S5	0
9	N60	0
9	S2	0
9	S1	0
9	S61	0
10	N1	0
10	N2	0
10	N3	0
10	N4	0
10	S34	0
10	N5	0
10	N6	0
10	S30	0
10	S29	0
10	N7	0
10	S32	0
10	N8	0
10	S31	0
10	S33	0
10	S35	0
10	N9	0
10	S36	0
10	N10	0
10	N11	0
10	N12	1
10	S60	1
10	N13	1
10	N14	1
10	N15	1
10	N16	1
10	S57	1
10	N17	1
10	N18	1
10	S59	1
10	N19	1
10	S56	1
10	S55	1
10	S58	1
10	S54	1
10	N20	1
10	N21	1
10	N22	1
10	S52	1
10	S51	1
10	N23	1
10	S53	1
10	N24	1
10	S47	1
10	N25	1
10	S49	1
10	S48	1
10	S50	1
10	N26	1
10	S46	1
10	N27	1
10	N28	1
10	S43	1
10	N29	1
10	S45	1
10	S44	1
10	N30	1
10	N31	1
10	S41	1
10	N32	1
10	N33	1
10	S42	1
10	S39	1
10	S40	1
10	N34	1
10	S37	1
10	S38	1
10	N35	0
10	N36	0
10	S26	0
10	N37	0
10	S28	0
10	S27	0
10	N38	0
10	N39	0
10	S23	0
10	S22	0
10	N40	0
10	N41	0
10	S25	0
10	N42	0
10	N43	0
10	N44	0
10	S8	0
10	N45	0
10	S11	0
10	N46	0
10	N47	0
10	S12	0
10	S13	0
10	S7	0
10	N48	0
10	S9	0
10	S10	0
10	N49	0
10	N50	0
10	S16	0
10	N51	0
10	S15	0
10	N52	0
10	N53	0
10	S20	0
10	N54	0
10	S17	0
10	S18	0
10	N55	0
10	S19	0
10	S21	0
10	S14	0
10	S24	0
10	N56	0
10	S6	0
10	N57	0
10	S4	0
10	N58	0
10	S3	0
10	N59	0
10	S5	0
10	N60	0
10	S2	0
10	S1	0
10	S61	0
11	N1	0
11	N2	0
11	N3	0
11	N4	0
11	S34	0
11	N5	0
11	N6	0
11	S30	1
11	S29	0
11	N7	0
11	S32	0
11	N8	0
11	S31	0
11	S33	0
11	S35	0
11	N9	0
11	S36	0
11	N10	0
11	N11	0
11	N12	0
11	S60	0
11	N13	0
11	N14	0
11	N15	0
11	N16	0
11	S57	0
11	N17	0
11	N18	0
11	S59	0
11	N19	0
11	S56	0
11	S55	0
11	S58	0
11	S54	0
11	N20	0
11	N21	0
11	N22	0
11	S52	0
11	S51	0
11	N23	0
11	S53	0
11	N24	0
11	S47	0
11	N25	0
11	S49	0
11	S48	0
11	S50	0
11	N26	0
11	S46	0
11	N27	0
11	N28	0
11	S43	0
11	N29	0
11	S45	0
11	S44	0
11	N30	0
11	N31	0
11	S41	0
11	N32	0
11	N33	0
11	S42	0
11	S39	0
11	S40	0
11	N34	0
11	S37	0
11	S38	0
11	N35	0
11	N36	0
11	S26	0
11	N37	0
11	S28	0
11	S27	0
11	N38	0
11	N39	0
11	S23	0
11	S22	0
11	N40	0
11	N41	0
11	S25	0
11	N42	0
11	N43	0
11	N44	0
11	S8	0
11	N45	0
11	S11	0
11	N46	0
11	N47	0
11	S12	0
11	S13	0
11	S7	0
11	N48	0
11	S9	0
11	S10	0
11	N49	0
11	N50	0
11	S16	0
11	N51	0
11	S15	0
11	N52	0
11	N53	0
11	S20	0
11	N54	0
11	S17	0
11	S18	0
11	N55	0
11	S19	0
11	S21	0
11	S14	0
11	S24	0
11	N56	0
11	S6	0
11	N57	0
11	S4	0
11	N58	0
11	S3	0
11	N59	0
11	S5	0
11	N60	0
11	S2	0
11	S1	0
11	S61	0
12	N1	1
12	N2	1
12	N3	1
12	N4	1
12	S34	1
12	N5	1
12	N6	1
12	S30	1
12	S29	1
12	N7	1
12	S32	1
12	N8	1
12	S31	1
12	S33	1
12	S35	1
12	N9	1
12	S36	0
12	N10	1
12	N11	1
12	N12	1
12	S60	1
12	N13	1
12	N14	1
12	N15	1
12	N16	1
12	S57	1
12	N17	1
12	N18	1
12	S59	1
12	N19	1
12	S56	1
12	S55	1
12	S58	1
12	S54	1
12	N20	1
12	N21	1
12	N22	1
12	S52	1
12	S51	1
12	N23	1
12	S53	1
12	N24	1
12	S47	1
12	N25	1
12	S49	1
12	S48	1
12	S50	1
12	N26	1
12	S46	1
12	N27	1
12	N28	1
12	S43	1
12	N29	1
12	S45	1
12	S44	1
12	N30	1
12	N31	1
12	S41	1
12	N32	1
12	N33	1
12	S42	1
12	S39	1
12	S40	1
12	N34	1
12	S37	1
12	S38	1
12	N35	1
12	N36	1
12	S26	1
12	N37	1
12	S28	1
12	S27	1
12	N38	1
12	N39	1
12	S23	1
12	S22	1
12	N40	1
12	N41	1
12	S25	1
12	N42	1
12	N43	1
12	N44	1
12	S8	1
12	N45	1
12	S11	1
12	N46	1
12	N47	1
12	S12	1
12	S13	1
12	S7	1
12	N48	1
12	S9	1
12	S10	1
12	N49	1
12	N50	1
12	S16	1
12	N51	1
12	S15	1
12	N52	1
12	N53	1
12	S20	1
12	N54	1
12	S17	1
12	S18	1
12	N55	1
12	S19	1
12	S21	1
12	S14	1
12	S24	1
12	N56	1
12	S6	1
12	N57	1
12	S4	1
12	N58	1
12	S3	1
12	N59	1
12	S5	1
12	N60	1
12	S2	1
12	S1	1
12	S61	1
13	N1	1
13	N2	1
13	N3	0
13	N4	0
13	S34	0
13	N5	0
13	N6	0
13	S30	0
13	S29	0
13	N7	0
13	S32	0
13	N8	0
13	S31	0
13	S33	0
13	S35	0
13	N9	1
13	S36	1
13	N10	1
13	N11	1
13	N12	1
13	S60	1
13	N13	1
13	N14	1
13	N15	1
13	N16	1
13	S57	1
13	N17	1
13	N18	1
13	S59	1
13	N19	1
13	S56	1
13	S55	1
13	S58	1
13	S54	1
13	N20	1
13	N21	1
13	N22	1
13	S52	1
13	S51	1
13	N23	1
13	S53	1
13	N24	1
13	S47	1
13	N25	1
13	S49	1
13	S48	1
13	S50	1
13	N26	1
13	S46	1
13	N27	1
13	N28	1
13	S43	1
13	N29	1
13	S45	1
13	S44	1
13	N30	1
13	N31	1
13	S41	1
13	N32	1
13	N33	1
13	S42	1
13	S39	1
13	S40	1
13	N34	1
13	S37	1
13	S38	1
13	N35	1
13	N36	1
13	S26	1
13	N37	1
13	S28	1
13	S27	1
13	N38	1
13	N39	1
13	S23	1
13	S22	1
13	N40	1
13	N41	1
13	S25	1
13	N42	1
13	N43	1
13	N44	1
13	S8	1
13	N45	1
13	S11	1
13	N46	1
13	N47	1
13	S12	1
13	S13	1
13	S7	1
13	N48	1
13	S9	1
13	S10	1
13	N49	1
13	N50	1
13	S16	1
13	N51	1
13	S15	1
13	N52	1
13	N53	1
13	S20	1
13	N54	1
13	S17	1
13	S18	1
13	N55	1
13	S19	1
13	S21	1
13	S14	1
13	S24	1
13	N56	0
13	S6	0
13	N57	0
13	S4	0
13	N58	0
13	S3	0
13	N59	0
13	S5	1
13	N60	0
13	S2	0
13	S1	0
13	S61	1
14	N1	1
14	N2	0
14	N3	0
14	N4	0
14	S34	0
14	N5	0
14	N6	0
14	S30	0
14	S29	0
14	N7	0
14	S32	0
14	N8	0
14	S31	0
14	S33	0
14	S35	0
14	N9	0
14	S36	0
14	N10	0
14	N11	0
14	N12	0
14	S60	0
14	N13	0
14	N14	0
14	N15	0
14	N16	0
14	S57	0
14	N17	0
14	N18	0
14	S59	0
14	N19	0
14	S56	0
14	S55	0
14	S58	0
14	S54	0
14	N20	0
14	N21	0
14	N22	0
14	S52	0
14	S51	0
14	N23	0
14	S53	0
14	N24	0
14	S47	0
14	N25	0
14	S49	0
14	S48	0
14	S50	0
14	N26	0
14	S46	0
14	N27	0
14	N28	0
14	S43	0
14	N29	0
14	S45	0
14	S44	0
14	N30	0
14	N31	0
14	S41	0
14	N32	0
14	N33	0
14	S42	0
14	S39	0
14	S40	0
14	N34	0
14	S37	0
14	S38	0
14	N35	0
14	N36	0
14	S26	0
14	N37	0
14	S28	0
14	S27	0
14	N38	0
14	N39	0
14	S23	0
14	S22	0
14	N40	0
14	N41	0
14	S25	0
14	N42	0
14	N43	0
14	N44	0
14	S8	0
14	N45	0
14	S11	0
14	N46	0
14	N47	0
14	S12	0
14	S13	0
14	S7	0
14	N48	0
14	S9	0
14	S10	0
14	N49	0
14	N50	0
14	S16	0
14	N51	0
14	S15	0
14	N52	0
14	N53	0
14	S20	0
14	N54	0
14	S17	0
14	S18	0
14	N55	0
14	S19	0
14	S21	0
14	S14	0
14	S24	0
14	N56	0
14	S6	0
14	N57	0
14	S4	0
14	N58	0
14	S3	0
14	N59	0
14	S5	0
14	N60	0
14	S2	0
14	S1	0
14	S61	1
15	N1	0
15	N2	0
15	N3	0
15	N4	0
15	S34	0
15	N5	0
15	N6	0
15	S30	0
15	S29	1
15	N7	0
15	S32	0
15	N8	0
15	S31	0
15	S33	0
15	S35	0
15	N9	0
15	S36	0
15	N10	0
15	N11	0
15	N12	0
15	S60	0
15	N13	0
15	N14	0
15	N15	0
15	N16	0
15	S57	0
15	N17	0
15	N18	0
15	S59	0
15	N19	0
15	S56	0
15	S55	0
15	S58	0
15	S54	0
15	N20	0
15	N21	0
15	N22	0
15	S52	0
15	S51	0
15	N23	0
15	S53	0
15	N24	0
15	S47	0
15	N25	0
15	S49	0
15	S48	0
15	S50	0
15	N26	0
15	S46	0
15	N27	0
15	N28	0
15	S43	0
15	N29	0
15	S45	0
15	S44	0
15	N30	0
15	N31	0
15	S41	0
15	N32	0
15	N33	0
15	S42	0
15	S39	0
15	S40	0
15	N34	0
15	S37	0
15	S38	0
15	N35	0
15	N36	0
15	S26	0
15	N37	0
15	S28	0
15	S27	0
15	N38	0
15	N39	0
15	S23	0
15	S22	0
15	N40	0
15	N41	0
15	S25	0
15	N42	0
15	N43	0
15	N44	0
15	S8	0
15	N45	0
15	S11	0
15	N46	0
15	N47	0
15	S12	0
15	S13	0
15	S7	0
15	N48	0
15	S9	0
15	S10	0
15	N49	0
15	N50	0
15	S16	0
15	N51	0
15	S15	0
15	N52	0
15	N53	0
15	S20	0
15	N54	0
15	S17	0
15	S18	0
15	N55	0
15	S19	0
15	S21	0
15	S14	0
15	S24	0
15	N56	0
15	S6	0
15	N57	0
15	S4	0
15	N58	0
15	S3	0
15	N59	0
15	S5	0
15	N60	0
15	S2	0
15	S1	0
15	S61	0
16	N1	0
16	N2	0
16	N3	0
16	N4	0
16	S34	0
16	N5	0
16	N6	0
16	S30	0
16	S29	0
16	N7	0
16	S32	0
16	N8	0
16	S31	0
16	S33	0
16	S35	0
16	N9	0
16	S36	0
16	N10	0
16	N11	0
16	N12	0
16	S60	0
16	N13	0
16	N14	0
16	N15	0
16	N16	0
16	S57	0
16	N17	0
16	N18	0
16	S59	0
16	N19	0
16	S56	0
16	S55	0
16	S58	0
16	S54	0
16	N20	0
16	N21	0
16	N22	0
16	S52	0
16	S51	0
16	N23	0
16	S53	0
16	N24	0
16	S47	0
16	N25	0
16	S49	0
16	S48	0
16	S50	0
16	N26	0
16	S46	0
16	N27	0
16	N28	0
16	S43	0
16	N29	0
16	S45	0
16	S44	0
16	N30	0
16	N31	0
16	S41	0
16	N32	0
16	N33	0
16	S42	0
16	S39	0
16	S40	0
16	N34	0
16	S37	0
16	S38	0
16	N35	0
16	N36	0
16	S26	0
16	N37	0
16	S28	0
16	S27	0
16	N38	0
16	N39	0
16	S23	0
16	S22	0
16	N40	0
16	N41	0
16	S25	0
16	N42	0
16	N43	0
16	N44	0
16	S8	0
16	N45	0
16	S11	0
16	N46	0
16	N47	0
16	S12	0
16	S13	0
16	S7	0
16	N48	0
16	S9	0
16	S10	0
16	N49	0
16	N50	0
16	S16	0
16	N51	0
16	S15	0
16	N52	0
16	N53	0
16	S20	0
16	N54	0
16	S17	0
16	S18	0
16	N55	0
16	S19	0
16	S21	0
16	S14	0
16	S24	0
16	N56	0
16	S6	1
16	N57	0
16	S4	0
16	N58	0
16	S3	0
16	N59	0
16	S5	0
16	N60	0
16	S2	0
16	S1	0
16	S61	0
