Pos	Node	Prob_Of_Indel
118	N8	1.929e-07
118	N9	1.086e-08
119	N1	0.06581
119	N10	1.218e-07
119	N11	6.045e-10
119	N12	8.45e-15
119	N13	4.478e-15
119	N14	4.484e-15
119	N15	3.766e-21
119	N16	4.483e-15
119	N17	6.418e-18
119	N18	5.322e-15
119	N19	9.718e-21
119	N2	0.1144
119	N20	1.358e-14
119	N21	1.356e-14
119	N22	9.422e-18
119	N23	9.002e-15
119	N24	4.5e-15
119	N25	5.844e-10
119	N26	0.00473
119	N27	0.9999
119	N28	1
119	N29	1
119	N3	0.1281
119	N30	1
119	N31	1
119	N32	1
119	N33	1
119	N34	1
119	N35	1
119	N36	1
119	N37	1
119	N38	1
119	N39	1
119	N4	0.001949
119	N40	1
119	N41	1
119	N42	1
119	N43	1
119	N44	1
119	N45	1
119	N46	1
119	N47	1
119	N48	1
119	N49	0.0001916
119	N5	0.0001174
119	N50	4.804e-06
119	N51	1.474e-06
119	N6	1.266e-12
119	N7	9.057e-15
119	N8	7.184e-08
119	N9	7.572e-09
120	N1	0.06217
120	N10	1.19e-07
120	N11	5.901e-10
120	N12	8.248e-15
120	N13	4.372e-15
120	N14	4.377e-15
120	N15	3.642e-21
120	N16	4.376e-15
120	N17	6.229e-18
120	N18	5.195e-15
120	N19	9.379e-21
120	N2	0.0005442
120	N20	1.326e-14
120	N21	1.324e-14
120	N22	9.139e-18
120	N23	8.788e-15
120	N24	4.393e-15
120	N25	5.706e-10
120	N26	0.00473
120	N27	0.9999
120	N28	1
120	N29	1
120	N3	0.0001892
120	N30	1
120	N31	1
120	N32	1
120	N33	1
120	N34	1
120	N35	1
120	N36	1
120	N37	1
120	N38	1
120	N39	1
120	N4	0.001949
120	N40	1
120	N41	1
120	N42	1
120	N43	1
120	N44	1
120	N45	1
120	N46	1
120	N47	1
120	N48	1
120	N49	0.0001916
120	N5	0.0001174
120	N50	4.804e-06
120	N51	1.474e-06
120	N6	1.266e-12
120	N7	8.842e-15
120	N8	7.184e-08
120	N9	7.572e-09
121	N1	0.06217
121	N10	1.19e-07
121	N11	5.901e-10
121	N12	8.248e-15
121	N13	4.372e-15
121	N14	4.377e-15
121	N15	3.642e-21
121	N16	4.376e-15
121	N17	6.229e-18
121	N18	5.195e-15
121	N19	9.379e-21
121	N2	0.0005442
121	N20	1.326e-14
121	N21	1.324e-14
121	N22	9.139e-18
121	N23	8.788e-15
121	N24	4.393e-15
121	N25	5.706e-10
121	N26	0.00473
121	N27	0.9999
121	N28	1
121	N29	1
121	N3	0.0001892
121	N30	1
121	N31	1
121	N32	1
121	N33	1
121	N34	1
121	N35	1
121	N36	1
121	N37	1
121	N38	1
121	N39	1
121	N4	0.001949
121	N40	1
121	N41	1
121	N42	1
121	N43	1
121	N44	1
121	N45	1
121	N46	1
121	N47	1
121	N48	1
121	N49	0.0001916
121	N5	0.0001174
121	N50	4.804e-06
121	N51	1.474e-06
121	N6	1.266e-12
121	N7	8.842e-15
121	N8	7.184e-08
121	N9	7.572e-09
144	N1	0.06238
144	N10	1.242e-07
144	N11	6.165e-10
144	N12	8.617e-15
144	N13	4.567e-15
144	N14	4.573e-15
144	N15	3.87e-21
144	N16	4.571e-15
144	N17	6.575e-18
144	N18	5.428e-15
144	N19	1e-20
144	N2	0.0004125
144	N20	1.385e-14
144	N21	1.383e-14
144	N22	9.656e-18
144	N23	9.18e-15
144	N24	4.589e-15
144	N25	5.959e-10
144	N26	0.0021
144	N27	0.4309
144	N28	0.9999
144	N29	1
144	N3	0.000148
144	N30	1
144	N31	1
144	N32	1
144	N33	1
144	N34	1
144	N35	1
144	N36	0.3908
144	N37	0.3944
144	N38	0.9993
144	N39	1
144	N4	0.0008776
144	N40	1
144	N41	1
144	N42	1
144	N43	1
144	N44	0.01243
144	N45	3.401e-05
144	N46	9.602e-07
144	N47	4.73e-08
144	N48	3.872e-14
144	N49	9.497e-05
144	N5	5.729e-05
144	N50	3.363e-06
144	N51	1.445e-06
144	N6	1.054e-12
144	N7	9.236e-15
144	N8	5.791e-08
144	N9	7.488e-09
145	N1	0.06238
145	N10	1.242e-07
145	N11	6.165e-10
145	N12	8.617e-15
145	N13	4.567e-15
145	N14	4.573e-15
145	N15	3.87e-21
145	N16	4.571e-15
145	N17	6.575e-18
145	N18	5.428e-15
145	N19	1e-20
145	N2	0.0005369
145	N20	1.385e-14
145	N21	1.383e-14
145	N22	9.656e-18
145	N23	9.18e-15
145	N24	4.589e-15
145	N25	5.959e-10
145	N26	0.004506
145	N27	0.9451
145	N28	0.9999
145	N29	1
145	N3	0.0001876
145	N30	1
145	N31	1
145	N32	1
145	N33	1
145	N34	1
145	N35	1
145	N36	0.9998
145	N37	0.9999
145	N38	0.9993
145	N39	1
145	N4	0.001863
145	N40	1
145	N41	1
145	N42	1
145	N43	1
145	N44	1
145	N45	1
145	N46	1
145	N47	1
145	N48	1
145	N49	0.0001844
145	N5	0.0001132
145	N50	4.736e-06
145	N51	1.492e-06
145	N6	1.264e-12
145	N7	9.236e-15
145	N8	7.16e-08
145	N9	7.679e-09
146	N1	0.06238
146	N10	1.242e-07
146	N11	6.165e-10
146	N12	8.617e-15
146	N13	4.567e-15
146	N14	4.573e-15
146	N15	3.87e-21
146	N16	4.571e-15
146	N17	6.575e-18
146	N18	5.428e-15
146	N19	1e-20
146	N2	0.0005369
146	N20	1.385e-14
146	N21	1.383e-14
146	N22	9.656e-18
146	N23	9.18e-15
146	N24	4.589e-15
146	N25	5.959e-10
146	N26	0.004506
146	N27	0.9451
146	N28	0.9999
146	N29	1
146	N3	0.0001876
146	N30	1
146	N31	1
146	N32	1
146	N33	1
146	N34	1
146	N35	1
146	N36	0.9998
146	N37	0.9999
146	N38	0.9993
146	N39	1
146	N4	0.001863
146	N40	1
146	N41	1
146	N42	1
146	N43	1
146	N44	1
146	N45	1
146	N46	1
146	N47	1
146	N48	1
146	N49	0.0001844
146	N5	0.0001132
146	N50	4.736e-06
146	N51	1.492e-06
146	N6	1.264e-12
146	N7	9.236e-15
146	N8	7.16e-08
146	N9	7.679e-09
147	N1	0.06238
147	N10	1.242e-07
147	N11	6.165e-10
147	N12	8.617e-15
147	N13	4.567e-15
147	N14	4.573e-15
147	N15	3.87e-21
147	N16	4.571e-15
147	N17	6.575e-18
147	N18	5.428e-15
147	N19	1e-20
147	N2	0.0005369
147	N20	1.385e-14
147	N21	1.383e-14
147	N22	9.656e-18
147	N23	9.18e-15
147	N24	4.589e-15
147	N25	5.959e-10
147	N26	0.004506
147	N27	0.9451
147	N28	0.9999
147	N29	1
147	N3	0.0001876
147	N30	1
147	N31	1
147	N32	1
147	N33	1
147	N34	1
147	N35	1
147	N36	0.9998
147	N37	0.9999
147	N38	0.9993
147	N39	1
147	N4	0.001863
147	N40	1
147	N41	1
147	N42	1
147	N43	1
147	N44	1
147	N45	1
147	N46	1
147	N47	1
147	N48	1
147	N49	0.0001844
147	N5	0.0001132
147	N50	4.736e-06
147	N51	1.492e-06
147	N6	1.264e-12
147	N7	9.236e-15
147	N8	7.16e-08
147	N9	7.679e-09
148	N1	0.06238
148	N10	1.242e-07
148	N11	6.165e-10
148	N12	8.617e-15
148	N13	4.567e-15
148	N14	4.573e-15
148	N15	3.87e-21
148	N16	4.571e-15
148	N17	6.575e-18
148	N18	5.428e-15
148	N19	1e-20
148	N2	0.0005369
148	N20	1.385e-14
148	N21	1.383e-14
148	N22	9.656e-18
148	N23	9.18e-15
148	N24	4.589e-15
148	N25	5.959e-10
148	N26	0.004506
148	N27	0.9451
148	N28	0.9999
148	N29	1
148	N3	0.0001876
148	N30	1
148	N31	1
148	N32	1
148	N33	1
148	N34	1
148	N35	1
148	N36	0.9998
148	N37	0.9999
148	N38	0.9993
148	N39	1
148	N4	0.001863
148	N40	1
148	N41	1
148	N42	1
148	N43	1
148	N44	1
148	N45	1
148	N46	1
148	N47	1
148	N48	1
148	N49	0.0001844
148	N5	0.0001132
148	N50	4.736e-06
148	N51	1.492e-06
148	N6	1.264e-12
148	N7	9.236e-15
148	N8	7.16e-08
148	N9	7.679e-09
149	N1	0.06238
149	N10	1.242e-07
149	N11	6.165e-10
149	N12	8.617e-15
149	N13	4.567e-15
149	N14	4.573e-15
149	N15	3.87e-21
149	N16	4.571e-15
149	N17	6.575e-18
149	N18	5.428e-15
149	N19	1e-20
149	N2	0.0005369
149	N20	1.385e-14
149	N21	1.383e-14
149	N22	9.656e-18
149	N23	9.18e-15
149	N24	4.589e-15
149	N25	5.959e-10
149	N26	0.004506
149	N27	0.9451
149	N28	0.9999
149	N29	1
149	N3	0.0001876
149	N30	1
149	N31	1
149	N32	1
149	N33	1
149	N34	1
149	N35	1
149	N36	0.9998
149	N37	0.9999
149	N38	0.9993
149	N39	1
149	N4	0.001863
149	N40	1
149	N41	1
149	N42	1
149	N43	1
149	N44	1
149	N45	1
149	N46	1
149	N47	1
149	N48	1
149	N49	0.0001844
149	N5	0.0001132
149	N50	4.736e-06
149	N51	1.492e-06
149	N6	1.264e-12
149	N7	9.236e-15
149	N8	7.16e-08
149	N9	7.679e-09
150	N1	0.06238
150	N10	1.242e-07
150	N11	6.165e-10
150	N12	8.617e-15
150	N13	4.567e-15
150	N14	4.573e-15
150	N15	3.87e-21
150	N16	4.571e-15
150	N17	6.575e-18
150	N18	5.428e-15
150	N19	1e-20
150	N2	0.0005369
150	N20	1.385e-14
150	N21	1.383e-14
150	N22	9.656e-18
150	N23	9.18e-15
150	N24	4.589e-15
150	N25	5.959e-10
150	N26	0.004506
150	N27	0.9451
150	N28	0.9999
150	N29	1
150	N3	0.0001876
150	N30	1
150	N31	1
150	N32	1
150	N33	1
150	N34	1
150	N35	1
150	N36	0.9998
150	N37	0.9999
150	N38	0.9993
150	N39	1
150	N4	0.001863
150	N40	1
150	N41	1
150	N42	1
150	N43	1
150	N44	1
150	N45	1
150	N46	1
150	N47	1
150	N48	1
150	N49	0.0001844
150	N5	0.0001132
150	N50	4.736e-06
150	N51	1.492e-06
150	N6	1.264e-12
150	N7	9.236e-15
150	N8	7.16e-08
150	N9	7.679e-09
151	N1	0.06238
151	N10	1.242e-07
151	N11	6.165e-10
151	N12	8.617e-15
151	N13	4.567e-15
151	N14	4.573e-15
151	N15	3.87e-21
151	N16	4.571e-15
151	N17	6.575e-18
151	N18	5.428e-15
151	N19	1e-20
151	N2	0.0005369
151	N20	1.385e-14
151	N21	1.383e-14
151	N22	9.656e-18
151	N23	9.18e-15
151	N24	4.589e-15
151	N25	5.959e-10
151	N26	0.004506
151	N27	0.9451
151	N28	0.9999
151	N29	1
151	N3	0.0001876
151	N30	1
151	N31	1
151	N32	1
151	N33	1
151	N34	1
151	N35	1
151	N36	0.9998
151	N37	0.9999
151	N38	0.9993
151	N39	1
151	N4	0.001863
151	N40	1
151	N41	1
151	N42	1
151	N43	1
151	N44	1
151	N45	1
151	N46	1
151	N47	1
151	N48	1
151	N49	0.0001844
151	N5	0.0001132
151	N50	4.736e-06
151	N51	1.492e-06
151	N6	1.264e-12
151	N7	9.236e-15
151	N8	7.16e-08
151	N9	7.679e-09
152	N1	0.06238
152	N10	1.242e-07
152	N11	6.165e-10
152	N12	8.617e-15
152	N13	4.567e-15
152	N14	4.573e-15
152	N15	3.87e-21
152	N16	4.571e-15
152	N17	6.575e-18
152	N18	5.428e-15
152	N19	1e-20
152	N2	0.0005369
152	N20	1.385e-14
152	N21	1.383e-14
152	N22	9.656e-18
152	N23	9.18e-15
152	N24	4.589e-15
152	N25	5.959e-10
152	N26	0.004506
152	N27	0.9451
152	N28	0.9999
152	N29	1
152	N3	0.0001876
152	N30	1
152	N31	1
152	N32	1
152	N33	1
152	N34	1
152	N35	1
152	N36	0.9998
152	N37	0.9999
152	N38	0.9993
152	N39	1
152	N4	0.001863
152	N40	1
152	N41	1
152	N42	1
152	N43	1
152	N44	1
152	N45	1
152	N46	1
152	N47	1
152	N48	1
152	N49	0.0001844
152	N5	0.0001132
152	N50	4.736e-06
152	N51	1.492e-06
152	N6	1.264e-12
152	N7	9.236e-15
152	N8	7.16e-08
152	N9	7.679e-09
153	N1	0.09478
153	N10	1
153	N11	1
153	N12	1
153	N13	1
153	N14	1
153	N15	1
153	N16	1
153	N17	1
153	N18	1
153	N19	1
153	N2	0.03582
153	N20	1
153	N21	1
153	N22	1
153	N23	1
153	N24	1
153	N25	1
153	N26	0.2367
153	N27	0.9451
153	N28	0.9999
153	N29	1
153	N3	0.01169
153	N30	1
153	N31	1
153	N32	1
153	N33	1
153	N34	1
153	N35	1
153	N36	0.9998
153	N37	0.9999
153	N38	0.9993
153	N39	1
153	N4	0.2686
153	N40	1
153	N41	1
153	N42	1
153	N43	1
153	N44	1
153	N45	1
153	N46	1
153	N47	1
153	N48	1
153	N49	0.008916
153	N5	0.9965
153	N50	0.0001447
153	N51	9.741e-06
153	N6	1
153	N7	1
153	N8	1
153	N9	1
154	N1	0.09478
154	N10	1.242e-07
154	N11	6.165e-10
154	N12	8.617e-15
154	N13	4.567e-15
154	N14	4.573e-15
154	N15	3.87e-21
154	N16	4.571e-15
154	N17	6.575e-18
154	N18	5.428e-15
154	N19	1e-20
154	N2	0.1159
154	N20	1.385e-14
154	N21	1.383e-14
154	N22	9.656e-18
154	N23	9.18e-15
154	N24	4.589e-15
154	N25	5.959e-10
154	N26	0.004506
154	N27	0.9451
154	N28	0.9999
154	N29	1
154	N3	0.1295
154	N30	1
154	N31	1
154	N32	1
154	N33	1
154	N34	1
154	N35	1
154	N36	0.9998
154	N37	0.9999
154	N38	0.9993
154	N39	1
154	N4	0.002094
154	N40	1
154	N41	1
154	N42	1
154	N43	1
154	N44	1
154	N45	1
154	N46	1
154	N47	1
154	N48	1
154	N49	0.0001844
154	N5	0.0001266
154	N50	4.736e-06
154	N51	1.492e-06
154	N6	1.327e-12
154	N7	9.236e-15
154	N8	7.558e-08
154	N9	7.835e-09
155	N1	0.06238
155	N10	1.242e-07
155	N11	6.165e-10
155	N12	8.617e-15
155	N13	4.567e-15
155	N14	4.573e-15
155	N15	3.87e-21
155	N16	4.571e-15
155	N17	6.575e-18
155	N18	5.428e-15
155	N19	1e-20
155	N2	0.0005369
155	N20	1.385e-14
155	N21	1.383e-14
155	N22	9.656e-18
155	N23	9.18e-15
155	N24	4.589e-15
155	N25	5.959e-10
155	N26	0.004506
155	N27	0.9451
155	N28	0.9999
155	N29	1
155	N3	0.0001876
155	N30	1
155	N31	1
155	N32	1
155	N33	1
155	N34	1
155	N35	1
155	N36	0.9998
155	N37	0.9999
155	N38	0.9993
155	N39	1
155	N4	0.001863
155	N40	1
155	N41	1
155	N42	1
155	N43	1
155	N44	1
155	N45	1
155	N46	1
155	N47	1
155	N48	1
155	N49	0.0001844
155	N5	0.0001132
155	N50	4.736e-06
155	N51	1.492e-06
155	N6	1.264e-12
155	N7	9.236e-15
155	N8	7.16e-08
155	N9	7.679e-09
156	N1	0.06238
156	N10	1.242e-07
156	N11	6.165e-10
156	N12	8.617e-15
156	N13	4.567e-15
156	N14	4.573e-15
156	N15	3.87e-21
156	N16	4.571e-15
156	N17	6.575e-18
156	N18	5.428e-15
156	N19	1e-20
156	N2	0.0005369
156	N20	1.385e-14
156	N21	1.383e-14
156	N22	9.656e-18
156	N23	9.18e-15
156	N24	4.589e-15
156	N25	5.959e-10
156	N26	0.004506
156	N27	0.9451
156	N28	0.9999
156	N29	1
156	N3	0.0001876
156	N30	1
156	N31	1
156	N32	1
156	N33	1
156	N34	1
156	N35	1
156	N36	0.9998
156	N37	0.9999
156	N38	0.9993
156	N39	1
156	N4	0.001863
156	N40	1
156	N41	1
156	N42	1
156	N43	1
156	N44	1
156	N45	1
156	N46	1
156	N47	1
156	N48	1
156	N49	0.0001844
156	N5	0.0001132
156	N50	4.736e-06
156	N51	1.492e-06
156	N6	1.264e-12
156	N7	9.236e-15
156	N8	7.16e-08
156	N9	7.679e-09
157	N1	0.06238
157	N10	1.242e-07
157	N11	6.165e-10
157	N12	8.617e-15
157	N13	4.567e-15
157	N14	4.573e-15
157	N15	3.87e-21
157	N16	4.571e-15
157	N17	6.575e-18
157	N18	5.428e-15
157	N19	1e-20
157	N2	0.0005369
157	N20	1.385e-14
157	N21	1.383e-14
157	N22	9.656e-18
157	N23	9.18e-15
157	N24	4.589e-15
157	N25	5.959e-10
157	N26	0.004506
157	N27	0.9451
157	N28	0.9999
157	N29	1
157	N3	0.0001876
157	N30	1
157	N31	1
157	N32	1
157	N33	1
157	N34	1
157	N35	1
157	N36	0.9998
157	N37	0.9999
157	N38	0.9993
157	N39	1
157	N4	0.001863
157	N40	1
157	N41	1
157	N42	1
157	N43	1
157	N44	1
157	N45	1
157	N46	1
157	N47	1
157	N48	1
157	N49	0.0001844
157	N5	0.0001132
157	N50	4.736e-06
157	N51	1.492e-06
157	N6	1.264e-12
157	N7	9.236e-15
157	N8	7.16e-08
157	N9	7.679e-09
