POS	Node	State	Prob
2	N49	1	5.732e-17
2	S16	1	0
2	S17	1	0
2	N51	1	1.559e-14
2	N48	1	4.697e-14
2	N47	1	4.703e-14
2	S14	1	0
2	N46	1	9.923e-20
2	S13	1	0
2	N45	1	1.892e-14
2	N38	1	2.17e-09
2	S24	1	0
2	N37	1	4.053e-07
2	N35	1	9.199e-09
2	N34	1	9.216e-09
2	N31	1	2.195e-05
2	S28	1	0
2	S4	1	0
2	S5	1	1
2	S2	1	0
2	S3	1	0
2	S1	1	0
2	N56	1	8.146e-05
2	N55	1	0.0005632
2	N54	1	0.007243
2	N53	1	0.001273
2	N52	1	0.0001986
2	N30	1	3.729e-05
2	N6	1	6.208e-05
2	N2	1	0.0002244
2	S57	1	0
2	N1	1	0.04895
3	S29	1	1
3	S30	1	0
3	S31	1	0
3	S32	1	0
3	N5	1	1.413e-06
3	N4	1	0.0001232
3	N3	1	0.1313
3	S39	1	0
3	S41	1	0
3	S40	1	0
3	N10	1	1.77e-06
3	N9	1	1.302e-05
3	S42	1	0
3	S35	1	0
3	S38	1	0
3	N15	1	1.019e-08
3	S36	1	0
3	N14	1	6.211e-14
3	S37	1	0
3	N13	1	4.247e-08
3	S34	1	0
3	S33	1	0
3	N16	1	1.656e-06
3	N12	1	6.319e-06
3	N11	1	2.002e-06
3	N8	1	1.695e-06
3	S56	1	0
3	S46	1	0
3	S43	1	0
3	S49	1	0
3	S44	1	0
3	S45	1	0
3	N23	1	1.073e-08
3	N22	1	4.281e-07
3	N21	1	4.065e-07
3	S48	1	0
3	S47	1	0
3	N24	1	2.601e-06
3	N20	1	7.914e-07
3	N19	1	1.335e-06
3	S50	1	0
3	S53	1	0
3	S55	1	0
3	S52	1	0
3	S51	1	0
3	N29	1	1.406e-13
3	N28	1	1.484e-07
3	S54	1	0
3	N27	1	1.375e-07
3	N26	1	1.74e-07
3	N25	1	5.27e-07
3	N18	1	7.422e-07
3	N17	1	1.955e-06
3	N7	1	1.61e-05
3	S27	1	0
3	S26	1	0
3	N33	1	3.233e-14
3	S25	1	0
3	N32	1	3.447e-12
3	S23	1	0
3	S21	1	0
3	S22	1	0
3	N36	1	1.967e-09
3	S6	1	0
3	S10	1	0
3	S11	1	0
3	N43	1	1.596e-14
3	N42	1	3.398e-20
3	S12	1	0
3	N41	1	1.595e-14
3	S7	1	0
3	N40	1	1.593e-14
3	S9	1	0
3	S8	1	0
3	N44	1	3.881e-17
3	N39	1	3.013e-14
3	S15	1	0
3	S18	1	0
3	S20	1	0
3	N50	1	3.202e-14
3	S19	1	0
3	N49	1	5.91e-17
3	S16	1	0
3	S17	1	0
3	N51	1	1.602e-14
3	N48	1	4.827e-14
3	N47	1	4.833e-14
3	S14	1	0
3	N46	1	1.025e-19
3	S13	1	0
3	N45	1	1.944e-14
3	N38	1	2.23e-09
3	S24	1	0
3	N37	1	4.167e-07
3	N35	1	1.135e-08
3	N34	1	1.137e-08
3	N31	1	7.654e-05
3	S28	1	0
3	S4	1	0
3	S5	1	0
3	S2	1	0
3	S3	1	0
3	S1	1	0
3	N56	1	3.976e-06
3	N55	1	2.395e-06
3	N54	1	1.056e-05
3	N53	1	5.165e-05
3	N52	1	0.0002342
3	N30	1	0.00053
3	N6	1	0.001353
3	N2	1	0.1313
3	S57	1	0
3	N1	1	0.05094
4	S29	1	0.58
4	S30	1	1
4	S31	1	1
4	S32	1	1
4	N5	1	1
4	N4	1	1
4	N3	1	0.6629
4	S39	1	0.03202
4	S41	1	0.03305
4	S40	1	0.03307
4	N10	1	0.03281
4	N9	1	0.03054
4	S42	1	0.03183
4	S35	1	0.03249
4	S38	1	0.03216
4	N15	1	0.03199
4	S36	1	0.03198
4	N14	1	0.03198
4	S37	1	0.03198
4	N13	1	0.03193
4	S34	1	0.03237
4	S33	1	0.03236
4	N16	1	0.03202
4	N12	1	0.03084
4	N11	1	0.03037
4	N8	1	0.03015
4	S56	1	0.02992
4	S46	1	0.0313
4	S43	1	0.03186
4	S49	1	0.03348
4	S44	1	0.03174
4	S45	1	0.03184
4	N23	1	0.0317
4	N22	1	0.03155
4	N21	1	0.03143
4	S48	1	0.03208
4	S47	1	0.03185
4	N24	1	0.03109
4	N20	1	0.03077
4	N19	1	0.03047
4	S50	1	0.03064
4	S53	1	0.03091
4	S55	1	0.03147
4	S52	1	0.03121
4	S51	1	0.03123
4	N29	1	0.03121
4	N28	1	0.0311
4	S54	1	0.03105
4	N27	1	0.03076
4	N26	1	0.03063
4	N25	1	0.03016
4	N18	1	0.02992
4	N17	1	0.02933
4	N7	1	0.02907
4	S27	1	0
4	S26	1	0
4	N33	1	3.084e-14
4	S25	1	0
4	N32	1	7.694e-12
4	S23	1	0
4	S21	1	0
4	S22	1	0
4	N36	1	1.881e-09
4	S6	1	0
4	S10	1	0
4	S11	1	0
4	N43	1	1.523e-14
4	N42	1	3.212e-20
4	S12	1	0
4	N41	1	1.522e-14
4	S7	1	0
4	N40	1	1.519e-14
4	S9	1	0
4	S8	1	0
4	N44	1	3.681e-17
4	N39	1	2.874e-14
4	S15	1	0
4	S18	1	0
4	S20	1	0
4	N50	1	3.055e-14
4	S19	1	0
4	N49	1	5.603e-17
4	S16	1	0
4	S17	1	0
4	N51	1	1.528e-14
4	N48	1	4.604e-14
4	N47	1	4.61e-14
4	S14	1	0
4	N46	1	9.684e-20
4	S13	1	0
4	N45	1	1.854e-14
4	N38	1	2.127e-09
4	S24	1	0
4	N37	1	3.994e-07
4	N35	1	2.946e-08
4	N34	1	2.952e-08
4	N31	1	0.0007019
4	S28	1	0
4	S4	1	0
4	S5	1	0
4	S2	1	0
4	S3	1	0
4	S1	1	0
4	N56	1	3.876e-06
4	N55	1	2.843e-06
4	N54	1	1.642e-05
4	N53	1	0.0001835
4	N52	1	0.002201
4	N30	1	0.006911
4	N6	1	0.02084
4	N2	1	0.6628
4	S57	1	0
4	N1	1	0.06493
5	S29	1	0
5	S30	1	0
5	S31	1	0
5	S32	1	0
5	N5	1	1.426e-08
5	N4	1	8.74e-07
5	N3	1	0.0003714
5	S39	1	1
5	S41	1	1
5	S40	1	1
5	N10	1	1
5	N9	1	1
5	S42	1	1
5	S35	1	1
5	S38	1	1
5	N15	1	1
5	S36	1	1
5	N14	1	1
5	S37	1	1
5	N13	1	1
5	S34	1	1
5	S33	1	1
5	N16	1	1
5	N12	1	1
5	N11	1	1
5	N8	1	1
5	S56	1	1
5	S46	1	1
5	S43	1	1
5	S49	1	1
5	S44	1	1
5	S45	1	1
5	N23	1	1
5	N22	1	1
5	N21	1	1
5	S48	1	1
5	S47	1	1
5	N24	1	1
5	N20	1	1
5	N19	1	1
5	S50	1	1
5	S53	1	1
5	S55	1	1
5	S52	1	1
5	S51	1	1
5	N29	1	1
5	N28	1	1
5	S54	1	1
5	N27	1	1
5	N26	1	1
5	N25	1	1
5	N18	1	1
5	N17	1	1
5	N7	1	0.9999
5	S27	1	0
5	S26	1	0
5	N33	1	2.07e-14
5	S25	1	0
5	N32	1	3.005e-12
5	S23	1	0
5	S21	1	0
5	S22	1	0
5	N36	1	1.261e-09
5	S6	1	0
5	S10	1	0
5	S11	1	0
5	N43	1	1.022e-14
5	N42	1	1.973e-20
5	S12	1	0
5	N41	1	1.021e-14
5	S7	1	0
5	N40	1	1.02e-14
5	S9	1	0
5	S8	1	0
5	N44	1	2.332e-17
5	N39	1	1.927e-14
5	S15	1	0
5	S18	1	0
5	S20	1	0
5	N50	1	2.05e-14
5	S19	1	0
5	N49	1	3.542e-17
5	S16	1	0
5	S17	1	0
5	N51	1	1.026e-14
5	N48	1	3.09e-14
5	N47	1	3.095e-14
5	S14	1	0
5	N46	1	5.894e-20
5	S13	1	0
5	N45	1	1.242e-14
5	N38	1	1.427e-09
5	S24	1	0
5	N37	1	2.678e-07
5	N35	1	1.009e-08
5	N34	1	1.011e-08
5	N31	1	0.0001675
5	S28	1	0
5	S4	1	0
5	S5	1	0
5	S2	1	0
5	S3	1	0
5	S1	1	0
5	N56	1	2.556e-06
5	N55	1	1.582e-06
5	N54	1	7.816e-06
5	N53	1	5.766e-05
5	N52	1	0.0005262
5	N30	1	0.001594
5	N6	1	0.00486
5	N2	1	0.0003714
5	S57	1	0
5	N1	1	0.04747
6	S29	1	0
6	S30	1	0
6	S31	1	0
6	S32	1	1
6	N5	1	0.006863
6	N4	1	0.004352
6	N3	1	0.001248
6	S39	1	0.01969
6	S41	1	0.02146
6	S40	1	0.02149
6	N10	1	0.02104
6	N9	1	0.01714
6	S42	1	0.01936
6	S35	1	0.0205
6	S38	1	0.01992
6	N15	1	0.01964
6	S36	1	0.01962
6	N14	1	0.01962
6	S37	1	0.01963
6	N13	1	0.01952
6	S34	1	0.0203
6	S33	1	0.02028
6	N16	1	0.01969
6	N12	1	0.01766
6	N11	1	0.01683
6	N8	1	0.01645
6	S56	1	0.01606
6	S46	1	0.01845
6	S43	1	0.01941
6	S49	1	0.02221
6	S44	1	0.0192
6	S45	1	0.01938
6	N23	1	0.01913
6	N22	1	0.01887
6	N21	1	0.01868
6	S48	1	0.0198
6	S47	1	0.01939
6	N24	1	0.01809
6	N20	1	0.01753
6	N19	1	0.01702
6	S50	1	0.01731
6	S53	1	0.01777
6	S55	1	0.01874
6	S52	1	0.01829
6	S51	1	0.01832
6	N29	1	0.01829
6	N28	1	0.01809
6	S54	1	0.01801
6	N27	1	0.0175
6	N26	1	0.01728
6	N25	1	0.01647
6	N18	1	0.01606
6	N17	1	0.01503
6	N7	1	0.01457
6	S27	1	0
6	S26	1	0
6	N33	1	3.28e-14
6	S25	1	0
6	N32	1	3.111e-12
6	S23	1	0
6	S21	1	0
6	S22	1	0
6	N36	1	1.995e-09
6	S6	1	0
6	S10	1	0
6	S11	1	0
6	N43	1	1.62e-14
6	N42	1	3.458e-20
6	S12	1	0
6	N41	1	1.619e-14
6	S7	1	0
6	N40	1	1.616e-14
6	S9	1	0
6	S8	1	0
6	N44	1	3.946e-17
6	N39	1	3.058e-14
6	S15	1	0
6	S18	1	0
6	S20	1	0
6	N50	1	3.25e-14
6	S19	1	0
6	N49	1	6.01e-17
6	S16	1	0
6	S17	1	0
6	N51	1	1.625e-14
6	N48	1	4.898e-14
6	N47	1	4.904e-14
6	S14	1	0
6	N46	1	1.044e-19
6	S13	1	0
6	N45	1	1.973e-14
6	N38	1	2.263e-09
6	S24	1	0
6	N37	1	4.226e-07
6	N35	1	9.795e-09
6	N34	1	9.813e-09
6	N31	1	2.698e-05
6	S28	1	0
6	S4	1	0
6	S5	1	0.00671
6	S2	1	0
6	S3	1	0
6	S1	1	0
6	N56	1	4.721e-06
6	N55	1	7.167e-06
6	N54	1	6.679e-05
6	N53	1	5.157e-05
6	N52	1	8.325e-05
6	N30	1	7.591e-05
6	N6	1	0.0001831
6	N2	1	0.001248
6	S57	1	0
6	N1	1	0.04911
7	S29	1	0
7	S30	1	0
7	S31	1	0
7	S32	1	0
7	N5	1	1.96e-08
7	N4	1	1.056e-06
7	N3	1	0.0002361
7	S39	1	0.01955
7	S41	1	0.02131
7	S40	1	0.02134
7	N10	1	0.0209
7	N9	1	0.01702
7	S42	1	0.01923
7	S35	1	0.02035
7	S38	1	0.01979
7	N15	1	0.0195
7	S36	1	0.01949
7	N14	1	0.01949
7	S37	1	0.01949
7	N13	1	0.01939
7	S34	1	0.02016
7	S33	1	0.02014
7	N16	1	0.01956
7	N12	1	0.01753
7	N11	1	0.01671
7	N8	1	0.01633
7	S56	1	0.01595
7	S46	1	0.01832
7	S43	1	0.01928
7	S49	1	0.02206
7	S44	1	0.01906
7	S45	1	0.01924
7	N23	1	0.019
7	N22	1	0.01874
7	N21	1	0.01855
7	S48	1	0.01966
7	S47	1	0.01926
7	N24	1	0.01796
7	N20	1	0.01741
7	N19	1	0.0169
7	S50	1	0.01719
7	S53	1	0.01764
7	S55	1	0.01861
7	S52	1	0.01816
7	S51	1	0.01819
7	N29	1	0.01816
7	N28	1	0.01797
7	S54	1	0.01789
7	N27	1	0.01738
7	N26	1	0.01716
7	N25	1	0.01635
7	N18	1	0.01594
7	N17	1	0.01492
7	N7	1	0.01447
7	S27	1	0
7	S26	1	0
7	N33	1	3.216e-14
7	S25	1	0
7	N32	1	3.078e-12
7	S23	1	0
7	S21	1	0
7	S22	1	0
7	N36	1	1.957e-09
7	S6	1	0
7	S10	1	0
7	S11	1	0
7	N43	1	1.588e-14
7	N42	1	3.378e-20
7	S12	1	0
7	N41	1	1.587e-14
7	S7	1	0
7	N40	1	1.585e-14
7	S9	1	0
7	S8	1	0
7	N44	1	3.86e-17
7	N39	1	2.998e-14
7	S15	1	0
7	S18	1	0
7	S20	1	0
7	N50	1	3.186e-14
7	S19	1	0
7	N49	1	5.877e-17
7	S16	1	0
7	S17	1	0
7	N51	1	1.594e-14
7	N48	1	4.802e-14
7	N47	1	4.808e-14
7	S14	1	0
7	N46	1	1.019e-19
7	S13	1	0
7	N45	1	1.934e-14
7	N38	1	2.218e-09
7	S24	1	0
7	N37	1	4.144e-07
7	N35	1	9.704e-09
7	N34	1	9.722e-09
7	N31	1	3.003e-05
7	S28	1	0
7	S4	1	0
7	S5	1	1
7	S2	1	0
7	S3	1	0
7	S1	1	0
7	N56	1	8.366e-05
7	N55	1	0.000576
7	N54	1	0.007352
7	N53	1	0.001325
7	N52	1	0.0002455
7	N30	1	0.0001062
7	N6	1	0.0001907
7	N2	1	0.0002361
7	S57	1	0
7	N1	1	0.04904
8	S29	1	0
8	S30	1	0
8	S31	1	0
8	S32	1	0
8	N5	1	2.568e-08
8	N4	1	1.437e-06
8	N3	1	0.0004639
8	S39	1	1
8	S41	1	1
8	S40	1	1
8	N10	1	1
8	N9	1	1
8	S42	1	1
8	S35	1	1
8	S38	1	1
8	N15	1	1
8	S36	1	1
8	N14	1	1
8	S37	1	1
8	N13	1	1
8	S34	1	1
8	S33	1	1
8	N16	1	1
8	N12	1	1
8	N11	1	1
8	N8	1	0.9999
8	S56	1	0
8	S46	1	1
8	S43	1	1
8	S49	1	1
8	S44	1	1
8	S45	1	1
8	N23	1	1
8	N22	1	1
8	N21	1	1
8	S48	1	1
8	S47	1	1
8	N24	1	1
8	N20	1	1
8	N19	1	0.9993
8	S50	1	0
8	S53	1	0
8	S55	1	0
8	S52	1	0
8	S51	1	0
8	N29	1	1.668e-13
8	N28	1	2.245e-07
8	S54	1	0
8	N27	1	6.464e-06
8	N26	1	0.0001309
8	N25	1	0.0263
8	N18	1	0.5162
8	N17	1	0.5122
8	N7	1	0.5414
8	S27	1	0
8	S26	1	0
8	N33	1	3.747e-14
8	S25	1	0
8	N32	1	4.745e-12
8	S23	1	0
8	S21	1	0
8	S22	1	0
8	N36	1	2.281e-09
8	S6	1	0
8	S10	1	0
8	S11	1	0
8	N43	1	1.85e-14
8	N42	1	4.023e-20
8	S12	1	0
8	N41	1	1.849e-14
8	S7	1	0
8	N40	1	1.847e-14
8	S9	1	0
8	S8	1	0
8	N44	1	4.563e-17
8	N39	1	3.494e-14
8	S15	1	0
8	S18	1	0
8	S20	1	0
8	N50	1	3.712e-14
8	S19	1	0
8	N49	1	6.953e-17
8	S16	1	0
8	S17	1	0
8	N51	1	1.857e-14
8	N48	1	5.596e-14
8	N47	1	5.602e-14
8	S14	1	0
8	N46	1	1.217e-19
8	S13	1	0
8	N45	1	2.255e-14
8	N38	1	2.585e-09
8	S24	1	0
8	N37	1	4.831e-07
8	N35	1	1.674e-08
8	N34	1	1.677e-08
8	N31	1	0.0001858
8	S28	1	0
8	S4	1	0
8	S5	1	0
8	S2	1	0
8	S3	1	0
8	S1	1	0
8	N56	1	4.627e-06
8	N55	1	2.902e-06
8	N54	1	1.34e-05
8	N53	1	8.212e-05
8	N52	1	0.0005689
8	N30	1	0.001486
8	N6	1	0.003754
8	N2	1	0.0004639
8	S57	1	0
8	N1	1	0.04981
9	S29	1	0
9	S30	1	0
9	S31	1	0
9	S32	1	0
9	N5	1	2.092e-08
9	N4	1	1.229e-06
9	N3	1	0.0004814
9	S39	1	0.8319
9	S41	1	0.7886
9	S40	1	0.7878
9	N10	1	0.7987
9	N9	1	0.8943
9	S42	1	0.8398
9	S35	1	0.8121
9	S38	1	0.8261
9	N15	1	0.833
9	S36	1	0.8335
9	N14	1	0.8335
9	S37	1	0.8334
9	N13	1	0.8359
9	S34	1	0.817
9	S33	1	0.8174
9	N16	1	0.8317
9	N12	1	0.8816
9	N11	1	0.9019
9	N8	1	0.9112
9	S56	1	1
9	S46	1	0.9357
9	S43	1	0.9098
9	S49	1	0.8346
9	S44	1	0.9155
9	S45	1	0.9107
9	N23	1	0.9173
9	N22	1	0.9242
9	N21	1	0.9295
9	S48	1	0.8994
9	S47	1	0.9102
9	N24	1	0.9454
9	N20	1	0.9604
9	N19	1	0.9741
9	S50	1	1
9	S53	1	1
9	S55	1	1
9	S52	1	1
9	S51	1	1
9	N29	1	1
9	N28	1	1
9	S54	1	1
9	N27	1	1
9	N26	1	1
9	N25	1	1
9	N18	1	0.9999
9	N17	1	0.9998
9	N7	1	0.9571
9	S27	1	0
9	S26	1	0
9	N33	1	2.934e-14
9	S25	1	0
9	N32	1	4.265e-12
9	S23	1	0
9	S21	1	0
9	S22	1	0
9	N36	1	1.786e-09
9	S6	1	0
9	S10	1	0
9	S11	1	0
9	N43	1	1.449e-14
9	N42	1	3.026e-20
9	S12	1	0
9	N41	1	1.448e-14
9	S7	1	0
9	N40	1	1.446e-14
9	S9	1	0
9	S8	1	0
9	N44	1	3.479e-17
9	N39	1	2.734e-14
9	S15	1	0
9	S18	1	0
9	S20	1	0
9	N50	1	2.906e-14
9	S19	1	0
9	N49	1	5.295e-17
9	S16	1	0
9	S17	1	0
9	N51	1	1.454e-14
9	N48	1	4.38e-14
9	N47	1	4.386e-14
9	S14	1	0
9	N46	1	9.115e-20
9	S13	1	0
9	N45	1	1.763e-14
9	N38	1	2.023e-09
9	S24	1	0
9	N37	1	3.788e-07
9	N35	1	1.513e-08
9	N34	1	1.515e-08
9	N31	1	0.0002255
9	S28	1	0
9	S4	1	0
9	S5	1	0
9	S2	1	0
9	S3	1	0
9	S1	1	0
9	N56	1	3.63e-06
9	N55	1	2.311e-06
9	N54	1	1.123e-05
9	N53	1	8.115e-05
9	N52	1	0.0006984
9	N30	1	0.001992
9	N6	1	0.005495
9	N2	1	0.0004814
9	S57	1	0
9	N1	1	0.0487
10	S29	1	0
10	S30	1	0
10	S31	1	0
10	S32	1	0
10	N5	1	2.766e-07
10	N4	1	2.127e-05
10	N3	1	0.01874
10	S39	1	0.2108
10	S41	1	0.1994
10	S40	1	0.1992
10	N10	1	0.2021
10	N9	1	0.2273
10	S42	1	0.2128
10	S35	1	0.2056
10	S38	1	0.2092
10	N15	1	0.2111
10	S36	1	0.2112
10	N14	1	0.2112
10	S37	1	0.2112
10	N13	1	0.2118
10	S34	1	0.2068
10	S33	1	0.207
10	N16	1	0.2107
10	N12	1	0.2239
10	N11	1	0.2293
10	N8	1	0.2318
10	S56	1	0.2344
10	S46	1	0.2188
10	S43	1	0.2125
10	S49	1	0.1947
10	S44	1	0.2139
10	S45	1	0.2128
10	N23	1	0.2144
10	N22	1	0.216
10	N21	1	0.2173
10	S48	1	0.2101
10	S47	1	0.2126
10	N24	1	0.2211
10	N20	1	0.2248
10	N19	1	0.2281
10	S50	1	0.2262
10	S53	1	0.2232
10	S55	1	0.2169
10	S52	1	0.2198
10	S51	1	0.2196
10	N29	1	0.2198
10	N28	1	0.2211
10	S54	1	0.2216
10	N27	1	0.2249
10	N26	1	0.2264
10	N25	1	0.2317
10	N18	1	0.2344
10	N17	1	0.2412
10	N7	1	0.2442
10	S27	1	1
10	S26	1	1
10	N33	1	1
10	S25	1	1
10	N32	1	1
10	S23	1	1
10	S21	1	1
10	S22	1	1
10	N36	1	1
10	S6	1	1
10	S10	1	1
10	S11	1	1
10	N43	1	1
10	N42	1	1
10	S12	1	1
10	N41	1	1
10	S7	1	1
10	N40	1	1
10	S9	1	1
10	S8	1	1
10	N44	1	1
10	N39	1	1
10	S15	1	1
10	S18	1	1
10	S20	1	1
10	N50	1	1
10	S19	1	1
10	N49	1	1
10	S16	1	1
10	S17	1	1
10	N51	1	1
10	N48	1	1
10	N47	1	1
10	S14	1	1
10	N46	1	1
10	S13	1	1
10	N45	1	1
10	N38	1	1
10	S24	1	1
10	N37	1	1
10	N35	1	1
10	N34	1	1
10	N31	1	0.9953
10	S28	1	0
10	S4	1	0
10	S5	1	1
10	S2	1	0
10	S3	1	0
10	S1	1	0
10	N56	1	0.001957
10	N55	1	0.01343
10	N54	1	0.1578
10	N53	1	0.1565
10	N52	1	0.2165
10	N30	1	0.3519
10	N6	1	0.3428
10	N2	1	0.01874
10	S57	1	0.05137
10	N1	1	0.05087
11	S29	1	0
11	S30	1	0
11	S31	1	0
11	S32	1	0
11	N5	1	1.328e-08
11	N4	1	7.35e-07
11	N3	1	0.0001676
11	S39	1	0.0171
11	S41	1	0.01871
11	S40	1	0.01874
11	N10	1	0.01833
11	N9	1	0.01481
11	S42	1	0.01681
11	S35	1	0.01783
11	S38	1	0.01732
11	N15	1	0.01706
11	S36	1	0.01704
11	N14	1	0.01704
11	S37	1	0.01705
11	N13	1	0.01696
11	S34	1	0.01765
11	S33	1	0.01764
11	N16	1	0.01711
11	N12	1	0.01528
11	N11	1	0.01453
11	N8	1	0.01419
11	S56	1	0.01385
11	S46	1	0.01599
11	S43	1	0.01685
11	S49	1	0.0194
11	S44	1	0.01666
11	S45	1	0.01682
11	N23	1	0.0166
11	N22	1	0.01637
11	N21	1	0.01619
11	S48	1	0.0172
11	S47	1	0.01684
11	N24	1	0.01566
11	N20	1	0.01516
11	N19	1	0.0147
11	S50	1	0.01497
11	S53	1	0.01538
11	S55	1	0.01625
11	S52	1	0.01584
11	S51	1	0.01587
11	N29	1	0.01584
11	N28	1	0.01567
11	S54	1	0.01559
11	N27	1	0.01514
11	N26	1	0.01494
11	N25	1	0.01421
11	N18	1	0.01385
11	N17	1	0.01294
11	N7	1	0.01253
11	S27	1	0
11	S26	1	0
11	N33	1	2.257e-14
11	S25	1	0
11	N32	1	2.129e-12
11	S23	1	0
11	S21	1	0
11	S22	1	0
11	N36	1	1.373e-09
11	S6	1	0
11	S10	1	0
11	S11	1	0
11	N43	1	1.114e-14
11	N42	1	2.225e-20
11	S12	1	0
11	N41	1	1.114e-14
11	S7	1	0
11	N40	1	1.112e-14
11	S9	1	0
11	S8	1	0
11	N44	1	2.597e-17
11	N39	1	2.102e-14
11	S15	1	0
11	S18	1	0
11	S20	1	0
11	N50	1	2.235e-14
11	S19	1	0
11	N49	1	3.948e-17
11	S16	1	0
11	S17	1	0
11	N51	1	1.118e-14
11	N48	1	3.369e-14
11	N47	1	3.374e-14
11	S14	1	0
11	N46	1	6.67e-20
11	S13	1	0
11	N45	1	1.355e-14
11	N38	1	1.556e-09
11	S24	1	0
11	N37	1	2.912e-07
11	N35	1	6.339e-09
11	N34	1	6.351e-09
11	N31	1	1.724e-05
11	S28	1	0
11	S4	1	0
11	S5	1	0
11	S2	1	0
11	S3	1	0
11	S1	1	0
11	N56	1	2.766e-06
11	N55	1	1.597e-06
11	N54	1	6.902e-06
11	N53	1	2.78e-05
11	N52	1	5.246e-05
11	N30	1	4.159e-05
11	N6	1	0.0001071
11	N2	1	0.0001676
11	S57	1	1
11	N1	1	0.08423
12	S29	1	1
12	S30	1	0
12	S31	1	0
12	S32	1	0
12	N5	1	1.491e-06
12	N4	1	0.0001292
12	N3	1	0.1366
12	S39	1	0.02326
12	S41	1	0.02481
12	S40	1	0.02484
12	N10	1	0.02445
12	N9	1	0.02103
12	S42	1	0.02298
12	S35	1	0.02397
12	S38	1	0.02347
12	N15	1	0.02322
12	S36	1	0.0232
12	N14	1	0.0232
12	S37	1	0.02321
12	N13	1	0.02312
12	S34	1	0.02379
12	S33	1	0.02378
