Pos	Node	Prob_Of_Indel
116	N46	8.797e-14
116	N47	1.063e-16
116	N48	2.927e-14
116	N49	5.852e-14
116	N5	2.13e-05
116	N50	5.51e-14
116	N51	2.91e-14
116	N52	2.911e-14
116	N53	5.831e-20
116	N54	2.919e-14
116	N55	6.958e-17
116	N56	3.479e-09
116	N57	0.0001034
116	N58	8.661e-05
116	N59	6.901e-05
116	N6	6.039e-05
116	N60	0.0003313
116	N61	0.00446
116	N7	2.8e-05
116	N8	7.608e-08
116	N9	1.051e-07
117	N1	0.09679
117	N10	0.002328
117	N11	0.005281
117	N12	1
117	N13	1
117	N14	1
117	N15	1
117	N16	1
117	N17	1
117	N18	1
117	N19	1
117	N2	4.896e-09
117	N20	1
117	N21	1
117	N22	1
117	N23	1
117	N24	1
117	N25	1
117	N26	1
117	N27	1
117	N28	1
117	N29	1
117	N3	0.0002185
117	N30	1
117	N31	1
117	N32	1
117	N33	1
117	N34	1
117	N35	0.0005697
117	N36	7.09e-05
117	N37	6.07e-12
117	N38	6.612e-15
117	N39	1.258e-07
117	N4	9.1e-05
117	N40	3.581e-08
117	N41	8.411e-07
117	N42	4.446e-09
117	N43	3.542e-14
117	N44	4.83e-17
117	N45	2.657e-17
117	N46	8.797e-14
117	N47	1.063e-16
117	N48	2.927e-14
117	N49	5.852e-14
117	N5	2.13e-05
117	N50	5.51e-14
117	N51	2.91e-14
117	N52	2.911e-14
117	N53	5.831e-20
117	N54	2.919e-14
117	N55	6.958e-17
117	N56	3.479e-09
117	N57	0.0002396
117	N58	8.661e-05
117	N59	6.901e-05
117	N6	6.039e-05
117	N60	0.0003313
117	N61	0.00446
117	N7	2.8e-05
117	N8	7.608e-08
117	N9	1.051e-07
118	N1	0.1476
118	N10	0.9021
118	N11	0.3038
118	N12	1
118	N13	1
118	N14	1
118	N15	1
118	N16	1
118	N17	1
118	N18	1
118	N19	1
118	N2	1
118	N20	1
118	N21	1
118	N22	1
118	N23	1
118	N24	1
118	N25	1
118	N26	1
118	N27	1
118	N28	1
118	N29	1
118	N3	0.9999
118	N30	1
118	N31	1
118	N32	1
118	N33	1
118	N34	1
118	N35	0.03147
118	N36	0.002747
118	N37	2.305e-11
118	N38	2.523e-14
118	N39	1.001e-06
118	N4	0.9996
118	N40	1.407e-07
118	N41	1.06e-06
118	N42	5.561e-09
118	N43	4.43e-14
118	N44	6.071e-17
118	N45	3.323e-17
118	N46	1.1e-13
118	N47	1.336e-16
118	N48	3.66e-14
118	N49	7.317e-14
118	N5	0.9998
118	N50	6.89e-14
118	N51	3.639e-14
118	N52	3.64e-14
118	N53	7.346e-20
118	N54	3.65e-14
118	N55	8.749e-17
118	N56	4.577e-09
118	N57	0.01036
118	N58	0.000865
118	N59	6.901e-05
118	N6	1
118	N60	0.0003313
118	N61	0.00446
118	N7	0.9962
118	N8	0.003461
118	N9	0.02253
119	N1	0.1476
119	N10	0.9021
119	N11	0.3038
119	N12	1
119	N13	1
119	N14	1
119	N15	1
119	N16	1
119	N17	1
119	N18	1
119	N19	1
119	N2	1
119	N20	1
119	N21	1
119	N22	1
119	N23	1
119	N24	1
119	N25	1
119	N26	1
119	N27	1
119	N28	1
119	N29	1
119	N3	0.9999
119	N30	1
119	N31	1
119	N32	1
119	N33	1
119	N34	1
119	N35	0.03147
119	N36	0.002747
119	N37	2.305e-11
119	N38	2.523e-14
119	N39	1.001e-06
119	N4	0.9996
119	N40	1.407e-07
119	N41	1.06e-06
119	N42	5.561e-09
119	N43	4.43e-14
119	N44	6.071e-17
119	N45	3.323e-17
119	N46	1.1e-13
119	N47	1.336e-16
119	N48	3.66e-14
119	N49	7.317e-14
119	N5	0.9998
119	N50	6.89e-14
119	N51	3.639e-14
119	N52	3.64e-14
119	N53	7.346e-20
119	N54	3.65e-14
119	N55	8.749e-17
119	N56	4.577e-09
119	N57	0.01036
119	N58	0.000865
119	N59	4.712e-05
119	N6	1
119	N60	5.616e-06
119	N61	2.16e-05
119	N7	0.9962
119	N8	1
119	N9	1
120	N1	0.1476
120	N10	0.9021
120	N11	0.3038
120	N12	1
120	N13	1
120	N14	1
120	N15	1
120	N16	1
120	N17	1
120	N18	1
120	N19	1
120	N2	1
120	N20	1
120	N21	1
120	N22	1
120	N23	1
120	N24	1
120	N25	1
120	N26	1
120	N27	1
120	N28	1
120	N29	1
120	N3	0.9999
120	N30	1
120	N31	1
120	N32	1
120	N33	1
120	N34	1
120	N35	0.03147
120	N36	0.002747
120	N37	2.305e-11
120	N38	2.523e-14
120	N39	1.001e-06
120	N4	0.9996
120	N40	1.407e-07
120	N41	1.06e-06
120	N42	5.561e-09
120	N43	4.43e-14
120	N44	6.071e-17
120	N45	3.323e-17
120	N46	1.1e-13
120	N47	1.336e-16
120	N48	3.66e-14
120	N49	7.317e-14
120	N5	0.9998
120	N50	6.89e-14
120	N51	3.639e-14
120	N52	3.64e-14
120	N53	7.346e-20
120	N54	3.65e-14
120	N55	8.749e-17
120	N56	4.577e-09
120	N57	0.01036
120	N58	0.000865
120	N59	4.712e-05
120	N6	1
120	N60	5.616e-06
120	N61	2.16e-05
120	N7	0.9962
120	N8	1
120	N9	1
121	N1	0.1476
121	N10	0.9021
121	N11	0.3038
121	N12	1
121	N13	1
121	N14	1
121	N15	1
121	N16	1
121	N17	1
121	N18	1
121	N19	1
121	N2	1
121	N20	1
121	N21	1
121	N22	1
121	N23	1
121	N24	1
121	N25	1
121	N26	1
121	N27	1
121	N28	1
121	N29	1
121	N3	0.9999
121	N30	1
121	N31	1
121	N32	1
121	N33	1
121	N34	1
121	N35	0.03147
121	N36	0.002747
121	N37	2.305e-11
121	N38	2.523e-14
121	N39	1.001e-06
121	N4	0.9996
121	N40	1.407e-07
121	N41	1.06e-06
121	N42	5.561e-09
121	N43	4.43e-14
121	N44	6.071e-17
121	N45	3.323e-17
121	N46	1.1e-13
121	N47	1.336e-16
121	N48	3.66e-14
121	N49	7.317e-14
121	N5	0.9998
121	N50	6.89e-14
121	N51	3.639e-14
121	N52	3.64e-14
121	N53	7.346e-20
121	N54	3.65e-14
121	N55	8.749e-17
121	N56	4.577e-09
121	N57	0.01036
121	N58	0.000865
121	N59	4.712e-05
121	N6	1
121	N60	5.616e-06
121	N61	2.16e-05
121	N7	0.9962
121	N8	7.391e-05
121	N9	4.914e-06
141	N1	0.08425
141	N10	0.002328
141	N11	0.005281
141	N12	1
141	N13	1
141	N14	1
141	N15	1
141	N16	1
141	N17	1
141	N18	1
141	N19	1
141	N2	3.024e-09
141	N20	1
141	N21	1
141	N22	1
141	N23	1
141	N24	1
141	N25	1
141	N26	1
141	N27	1
141	N28	1
141	N29	1
141	N3	0.0001455
141	N30	1
141	N31	1
141	N32	1
141	N33	1
141	N34	1
141	N35	0.0005697
141	N36	7.09e-05
141	N37	3.71e-12
141	N38	3.921e-15
141	N39	8.579e-08
141	N4	9.1e-05
141	N40	2.166e-08
141	N41	4.762e-07
141	N42	2.513e-09
141	N43	2e-14
141	N44	2.657e-17
141	N45	1.502e-17
141	N46	4.974e-14
141	N47	5.829e-17
141	N48	1.655e-14
141	N49	3.309e-14
141	N5	1.573e-05
141	N50	3.114e-14
141	N51	1.646e-14
141	N52	1.646e-14
141	N53	3.168e-20
141	N54	1.65e-14
141	N55	3.822e-17
141	N56	1.971e-09
141	N57	0.0002396
141	N58	5.846e-05
141	N59	1.045e-05
141	N6	3.45e-05
141	N60	2.118e-06
141	N61	9.629e-06
141	N7	1.687e-05
141	N8	4.304e-08
141	N9	5.938e-08
142	N1	0.08425
142	N10	0.002328
142	N11	0.005281
142	N12	1
142	N13	1
142	N14	1
142	N15	1
142	N16	1
142	N17	1
142	N18	1
142	N19	1
142	N2	3.024e-09
142	N20	1
142	N21	1
142	N22	1
142	N23	1
142	N24	1
142	N25	1
142	N26	1
142	N27	1
142	N28	1
142	N29	1
142	N3	0.0001455
142	N30	1
142	N31	1
142	N32	1
142	N33	1
142	N34	1
142	N35	0.0005697
142	N36	7.09e-05
142	N37	3.71e-12
142	N38	3.921e-15
142	N39	8.579e-08
142	N4	9.1e-05
142	N40	2.166e-08
142	N41	4.762e-07
142	N42	2.513e-09
142	N43	2e-14
142	N44	2.657e-17
142	N45	1.502e-17
142	N46	4.974e-14
142	N47	5.829e-17
142	N48	1.655e-14
142	N49	3.309e-14
142	N5	1.573e-05
142	N50	3.114e-14
142	N51	1.646e-14
142	N52	1.646e-14
142	N53	3.168e-20
142	N54	1.65e-14
142	N55	3.822e-17
142	N56	1.971e-09
142	N57	0.0002396
142	N58	5.846e-05
142	N59	1.045e-05
142	N6	3.45e-05
142	N60	2.118e-06
142	N61	9.629e-06
142	N7	1.687e-05
142	N8	4.304e-08
142	N9	5.938e-08
143	N1	0.08425
143	N10	0.002328
143	N11	0.005281
143	N12	1
143	N13	1
143	N14	1
143	N15	1
143	N16	1
143	N17	1
143	N18	1
143	N19	1
143	N2	3.024e-09
143	N20	1
143	N21	1
143	N22	1
143	N23	1
143	N24	1
143	N25	1
143	N26	1
143	N27	1
143	N28	1
143	N29	1
143	N3	0.0001455
143	N30	1
143	N31	1
143	N32	1
143	N33	1
143	N34	1
143	N35	0.0005697
143	N36	7.09e-05
143	N37	3.71e-12
143	N38	3.921e-15
143	N39	8.579e-08
143	N4	9.1e-05
143	N40	2.166e-08
143	N41	4.762e-07
143	N42	2.513e-09
143	N43	2e-14
143	N44	2.657e-17
143	N45	1.502e-17
143	N46	4.974e-14
143	N47	5.829e-17
143	N48	1.655e-14
143	N49	3.309e-14
143	N5	1.573e-05
143	N50	3.114e-14
143	N51	1.646e-14
143	N52	1.646e-14
143	N53	3.168e-20
143	N54	1.65e-14
143	N55	3.822e-17
143	N56	1.971e-09
143	N57	0.0002396
143	N58	5.846e-05
143	N59	1.045e-05
143	N6	3.45e-05
143	N60	2.118e-06
143	N61	9.629e-06
143	N7	1.687e-05
143	N8	4.304e-08
143	N9	5.938e-08
144	N1	0.08425
144	N10	0.002328
144	N11	0.005281
144	N12	1
144	N13	1
144	N14	1
144	N15	1
144	N16	1
144	N17	1
144	N18	1
144	N19	1
144	N2	3.024e-09
144	N20	1
144	N21	1
144	N22	1
144	N23	1
144	N24	1
144	N25	1
144	N26	1
144	N27	1
144	N28	1
144	N29	1
144	N3	0.0001455
144	N30	1
144	N31	1
144	N32	1
144	N33	1
144	N34	1
144	N35	0.0005697
144	N36	7.09e-05
144	N37	3.71e-12
144	N38	3.921e-15
144	N39	8.579e-08
144	N4	9.1e-05
144	N40	2.166e-08
144	N41	4.762e-07
144	N42	2.513e-09
144	N43	2e-14
144	N44	2.657e-17
144	N45	1.502e-17
144	N46	4.974e-14
144	N47	5.829e-17
144	N48	1.655e-14
144	N49	3.309e-14
144	N5	1.573e-05
144	N50	3.114e-14
144	N51	1.646e-14
144	N52	1.646e-14
144	N53	3.168e-20
144	N54	1.65e-14
144	N55	3.822e-17
144	N56	1.971e-09
144	N57	0.0002396
144	N58	5.846e-05
144	N59	1.045e-05
144	N6	3.45e-05
144	N60	2.118e-06
144	N61	9.629e-06
144	N7	1.687e-05
144	N8	4.304e-08
144	N9	5.938e-08
145	N1	0.08425
145	N10	0.002328
145	N11	0.005281
145	N12	1
145	N13	1
145	N14	1
145	N15	1
145	N16	1
145	N17	1
145	N18	1
145	N19	1
145	N2	3.024e-09
145	N20	1
145	N21	1
145	N22	1
145	N23	1
145	N24	1
145	N25	1
145	N26	1
145	N27	1
145	N28	1
145	N29	1
145	N3	0.0001455
145	N30	1
145	N31	1
145	N32	1
145	N33	1
145	N34	1
145	N35	0.0005697
145	N36	7.09e-05
145	N37	3.71e-12
145	N38	3.921e-15
145	N39	8.579e-08
145	N4	9.1e-05
145	N40	2.166e-08
145	N41	4.762e-07
145	N42	2.513e-09
145	N43	2e-14
145	N44	2.657e-17
145	N45	1.502e-17
145	N46	4.974e-14
145	N47	5.829e-17
145	N48	1.655e-14
145	N49	3.309e-14
145	N5	1.573e-05
145	N50	3.114e-14
145	N51	1.646e-14
145	N52	1.646e-14
145	N53	3.168e-20
145	N54	1.65e-14
145	N55	3.822e-17
145	N56	1.971e-09
145	N57	0.0002396
145	N58	5.846e-05
145	N59	1.045e-05
145	N6	3.45e-05
145	N60	2.118e-06
145	N61	9.629e-06
145	N7	1.687e-05
145	N8	4.304e-08
145	N9	5.938e-08
146	N1	0.08425
146	N10	0.002328
146	N11	0.005281
146	N12	1
146	N13	1
146	N14	1
146	N15	1
146	N16	1
146	N17	1
146	N18	1
146	N19	1
146	N2	3.024e-09
146	N20	1
146	N21	1
146	N22	1
146	N23	1
146	N24	1
146	N25	1
146	N26	1
146	N27	1
146	N28	1
146	N29	1
146	N3	0.0001455
146	N30	1
146	N31	1
146	N32	1
146	N33	1
146	N34	1
146	N35	0.0005697
146	N36	7.09e-05
146	N37	3.71e-12
146	N38	3.921e-15
146	N39	8.579e-08
146	N4	9.1e-05
146	N40	2.166e-08
146	N41	4.762e-07
146	N42	2.513e-09
146	N43	2e-14
146	N44	2.657e-17
146	N45	1.502e-17
146	N46	4.974e-14
146	N47	5.829e-17
146	N48	1.655e-14
146	N49	3.309e-14
146	N5	1.573e-05
146	N50	3.114e-14
146	N51	1.646e-14
146	N52	1.646e-14
146	N53	3.168e-20
146	N54	1.65e-14
146	N55	3.822e-17
146	N56	1.971e-09
146	N57	0.0002396
146	N58	5.846e-05
146	N59	1.045e-05
146	N6	3.45e-05
146	N60	2.118e-06
146	N61	9.629e-06
146	N7	1.687e-05
146	N8	4.304e-08
146	N9	5.938e-08
147	N1	0.08425
147	N10	0.002328
147	N11	0.005281
147	N12	1
147	N13	1
147	N14	1
147	N15	1
147	N16	1
147	N17	1
147	N18	1
147	N19	1
147	N2	3.024e-09
147	N20	1
147	N21	1
147	N22	1
147	N23	1
147	N24	1
147	N25	1
147	N26	1
147	N27	1
147	N28	1
147	N29	1
147	N3	0.0001455
147	N30	1
147	N31	1
147	N32	1
147	N33	1
147	N34	1
147	N35	0.0005697
147	N36	7.09e-05
147	N37	3.71e-12
147	N38	3.921e-15
147	N39	8.579e-08
147	N4	9.1e-05
147	N40	2.166e-08
147	N41	4.762e-07
147	N42	2.513e-09
147	N43	2e-14
147	N44	2.657e-17
147	N45	1.502e-17
147	N46	4.974e-14
147	N47	5.829e-17
147	N48	1.655e-14
147	N49	3.309e-14
147	N5	1.573e-05
147	N50	3.114e-14
147	N51	1.646e-14
147	N52	1.646e-14
147	N53	3.168e-20
147	N54	1.65e-14
147	N55	3.822e-17
147	N56	1.971e-09
147	N57	0.0002396
147	N58	5.846e-05
147	N59	1.045e-05
147	N6	3.45e-05
147	N60	2.118e-06
147	N61	9.629e-06
147	N7	1.687e-05
147	N8	4.304e-08
147	N9	5.938e-08
148	N1	0.08425
148	N10	0.002328
148	N11	0.005281
148	N12	1
148	N13	1
148	N14	1
148	N15	1
148	N16	1
148	N17	1
148	N18	1
148	N19	1
148	N2	3.024e-09
148	N20	1
148	N21	1
148	N22	1
148	N23	1
148	N24	1
148	N25	1
148	N26	1
148	N27	1
148	N28	1
148	N29	1
148	N3	0.0001455
148	N30	1
148	N31	1
148	N32	1
148	N33	1
148	N34	1
148	N35	0.0005697
148	N36	7.09e-05
148	N37	3.71e-12
148	N38	3.921e-15
148	N39	8.579e-08
148	N4	9.1e-05
148	N40	2.166e-08
148	N41	4.762e-07
148	N42	2.513e-09
148	N43	2e-14
148	N44	2.657e-17
148	N45	1.502e-17
148	N46	4.974e-14
148	N47	5.829e-17
148	N48	1.655e-14
148	N49	3.309e-14
148	N5	1.573e-05
148	N50	3.114e-14
148	N51	1.646e-14
148	N52	1.646e-14
148	N53	3.168e-20
148	N54	1.65e-14
148	N55	3.822e-17
148	N56	1.971e-09
148	N57	0.0002396
148	N58	5.846e-05
148	N59	1.045e-05
148	N6	3.45e-05
148	N60	2.118e-06
148	N61	9.629e-06
148	N7	1.687e-05
148	N8	4.304e-08
148	N9	5.938e-08
149	N1	0.08425
149	N10	0.002328
149	N11	0.005281
149	N12	1
149	N13	1
149	N14	1
149	N15	1
149	N16	1
149	N17	1
149	N18	1
149	N19	1
149	N2	3.024e-09
149	N20	1
149	N21	1
149	N22	1
149	N23	1
149	N24	1
149	N25	1
149	N26	1
149	N27	1
149	N28	1
149	N29	1
149	N3	0.0001455
149	N30	1
149	N31	1
149	N32	1
149	N33	1
149	N34	1
149	N35	0.0005697
149	N36	7.09e-05
149	N37	3.71e-12
149	N38	3.921e-15
149	N39	8.579e-08
149	N4	9.1e-05
149	N40	2.166e-08
149	N41	4.762e-07
149	N42	2.513e-09
149	N43	2e-14
149	N44	2.657e-17
149	N45	1.502e-17
149	N46	4.974e-14
149	N47	5.829e-17
149	N48	1.655e-14
149	N49	3.309e-14
149	N5	1.573e-05
149	N50	3.114e-14
149	N51	1.646e-14
149	N52	1.646e-14
149	N53	3.168e-20
149	N54	1.65e-14
149	N55	3.822e-17
149	N56	1.971e-09
149	N57	0.0002396
149	N58	5.846e-05
149	N59	1.045e-05
149	N6	3.45e-05
149	N60	2.118e-06
149	N61	9.629e-06
149	N7	1.687e-05
149	N8	4.304e-08
149	N9	5.938e-08
150	N1	0.08425
150	N10	0.002328
150	N11	0.005281
150	N12	1
150	N13	1
150	N14	1
150	N15	1
150	N16	1
150	N17	1
150	N18	1
150	N19	1
150	N2	3.024e-09
150	N20	1
150	N21	1
150	N22	1
150	N23	1
150	N24	1
150	N25	1
150	N26	1
150	N27	1
150	N28	1
150	N29	1
150	N3	0.0001455
150	N30	1
150	N31	1
150	N32	1
150	N33	1
150	N34	1
150	N35	0.0005697
150	N36	7.09e-05
150	N37	3.71e-12
150	N38	3.921e-15
150	N39	8.579e-08
150	N4	9.1e-05
150	N40	2.166e-08
150	N41	4.762e-07
150	N42	2.513e-09
150	N43	2e-14
150	N44	2.657e-17
150	N45	1.502e-17
150	N46	4.974e-14
150	N47	5.829e-17
150	N48	1.655e-14
150	N49	3.309e-14
150	N5	1.573e-05
150	N50	3.114e-14
150	N51	1.646e-14
150	N52	1.646e-14
150	N53	3.168e-20
150	N54	1.65e-14
150	N55	3.822e-17
150	N56	1.971e-09
150	N57	0.0002396
150	N58	5.846e-05
150	N59	1.045e-05
150	N6	3.45e-05
150	N60	2.118e-06
150	N61	9.629e-06
150	N7	1.687e-05
150	N8	4.304e-08
150	N9	5.938e-08
151	N1	0.08425
151	N10	0.002328
151	N11	0.005281
151	N12	1
151	N13	1
151	N14	1
151	N15	1
151	N16	1
151	N17	1
151	N18	1
151	N19	1
151	N2	3.024e-09
151	N20	1
151	N21	1
151	N22	1
151	N23	1
151	N24	1
151	N25	1
151	N26	1
151	N27	1
151	N28	1
151	N29	1
151	N3	0.0001455
151	N30	1
151	N31	1
151	N32	1
151	N33	1
151	N34	1
151	N35	0.0005697
151	N36	7.09e-05
151	N37	3.71e-12
151	N38	3.921e-15
151	N39	8.579e-08
151	N4	9.1e-05
151	N40	2.166e-08
151	N41	4.762e-07
151	N42	2.513e-09
151	N43	2e-14
151	N44	2.657e-17
151	N45	1.502e-17
151	N46	4.974e-14
151	N47	5.829e-17
151	N48	1.655e-14
151	N49	3.309e-14
151	N5	1.573e-05
151	N50	3.114e-14
151	N51	1.646e-14
151	N52	1.646e-14
151	N53	3.168e-20
151	N54	1.65e-14
151	N55	3.822e-17
151	N56	1.971e-09
151	N57	0.0002396
151	N58	5.846e-05
151	N59	1.045e-05
151	N6	3.45e-05
151	N60	2.118e-06
151	N61	9.629e-06
151	N7	1.687e-05
151	N8	4.304e-08
151	N9	5.938e-08
152	N1	0.2355
152	N10	0.002328
152	N11	0.005281
152	N12	1
152	N13	1
152	N14	1
152	N15	1
152	N16	1
152	N17	1
152	N18	1
152	N19	1
152	N2	3.024e-09
152	N20	1
152	N21	1
152	N22	1
152	N23	1
152	N24	1
152	N25	1
152	N26	1
152	N27	1
152	N28	1
152	N29	1
152	N3	0.0001455
152	N30	1
152	N31	1
152	N32	1
152	N33	1
152	N34	1
152	N35	0.0005697
152	N36	7.09e-05
152	N37	3.71e-12
152	N38	3.921e-15
152	N39	8.579e-08
152	N4	9.1e-05
152	N40	2.166e-08
152	N41	4.762e-07
152	N42	2.513e-09
152	N43	2e-14
152	N44	2.657e-17
152	N45	1.502e-17
152	N46	4.974e-14
152	N47	5.829e-17
152	N48	1.655e-14
152	N49	3.309e-14
152	N5	1.573e-05
152	N50	3.114e-14
152	N51	1.646e-14
152	N52	1.646e-14
152	N53	3.168e-20
152	N54	1.65e-14
152	N55	3.822e-17
152	N56	1.971e-09
152	N57	0.0002396
152	N58	5.846e-05
152	N59	1.045e-05
152	N6	3.45e-05
152	N60	2.118e-06
152	N61	9.629e-06
152	N7	1.687e-05
152	N8	4.304e-08
152	N9	5.938e-08
153	N1	0.2355
153	N10	0.9531
153	N11	0.9772
153	N12	1
153	N13	1
153	N14	1
153	N15	1
153	N16	1
153	N17	1
153	N18	1
153	N19	1
153	N2	1.417e-06
153	N20	1
153	N21	1
153	N22	1
153	N23	1
153	N24	1
153	N25	1
153	N26	1
153	N27	1
153	N28	1
153	N29	1
153	N3	0.9314
153	N30	1
153	N31	1
153	N32	1
153	N33	1
153	N34	1
153	N35	0.9896
153	N36	0.9998
153	N37	1
153	N38	1
153	N39	1
153	N4	0.9425
153	N40	1
153	N41	1
153	N42	1
153	N43	1
153	N44	1
153	N45	1
153	N46	1
153	N47	1
153	N48	1
153	N49	1
153	N5	0.9235
153	N50	1
153	N51	1
153	N52	1
153	N53	1
153	N54	1
153	N55	1
153	N56	1
153	N57	0.9726
153	N58	0.08223
153	N59	0.00974
153	N6	0.9991
153	N60	0.007813
153	N61	0.01393
153	N7	0.2639
153	N8	2.617e-05
153	N9	2.091e-06
155	N1	0.09659
155	N10	0.000663
155	N11	0.0006839
155	N12	3.38e-06
155	N13	2.344e-06
155	N14	1.188e-06
155	N15	8.643e-07
155	N16	2.899e-07
155	N17	2.419e-07
155	N18	2.587e-07
155	N19	2.397e-13
155	N2	4.866e-09
155	N20	2.237e-06
155	N21	1.13e-06
155	N22	3.866e-06
155	N23	5.201e-07
155	N24	2.306e-08
155	N25	4.84e-06
155	N26	6.544e-06
155	N27	1.987e-06
155	N28	1.156e-05
155	N29	2.92e-06
155	N3	0.0002203
155	N30	7.266e-08
155	N31	1.113e-13
155	N32	1.951e-08
155	N33	2.512e-05
155	N34	3.088e-06
155	N35	0.001105
155	N36	0.0001382
155	N37	6.6e-12
155	N38	7.198e-15
155	N39	1.564e-07
155	N4	7.905e-05
155	N40	3.915e-08
155	N41	8.347e-07
155	N42	4.411e-09
155	N43	3.513e-14
155	N44	4.79e-17
155	N45	2.636e-17
155	N46	8.726e-14
155	N47	1.054e-16
155	N48	2.903e-14
155	N49	5.805e-14
155	N5	2.176e-05
155	N50	5.466e-14
155	N51	2.887e-14
155	N52	2.888e-14
155	N53	5.782e-20
155	N54	2.895e-14
155	N55	6.9e-17
155	N56	3.46e-09
155	N57	0.01269
155	N58	0.0009254
155	N59	4.387e-05
155	N6	5.995e-05
155	N60	4.653e-06
155	N61	1.722e-05
155	N7	2.796e-05
155	N8	7.549e-08
155	N9	1.043e-07
156	N1	0.09659
156	N10	0.000663
156	N11	0.0006839
156	N12	3.38e-06
156	N13	2.344e-06
156	N14	1.188e-06
156	N15	8.643e-07
156	N16	2.899e-07
156	N17	2.419e-07
156	N18	2.587e-07
156	N19	2.397e-13
156	N2	4.866e-09
156	N20	2.237e-06
156	N21	1.13e-06
156	N22	3.866e-06
156	N23	5.201e-07
156	N24	2.306e-08
156	N25	4.84e-06
156	N26	6.544e-06
156	N27	1.987e-06
156	N28	1.156e-05
156	N29	2.92e-06
156	N3	0.0002203
156	N30	7.266e-08
156	N31	1.113e-13
156	N32	1.951e-08
156	N33	2.512e-05
156	N34	3.088e-06
156	N35	0.001105
156	N36	0.0001382
156	N37	6.6e-12
156	N38	7.198e-15
156	N39	1.564e-07
156	N4	7.905e-05
156	N40	3.915e-08
156	N41	8.347e-07
156	N42	4.411e-09
156	N43	3.513e-14
156	N44	4.79e-17
156	N45	2.636e-17
156	N46	8.726e-14
156	N47	1.054e-16
156	N48	2.903e-14
156	N49	5.805e-14
156	N5	2.176e-05
156	N50	5.466e-14
156	N51	2.887e-14
156	N52	2.888e-14
156	N53	5.782e-20
156	N54	2.895e-14
156	N55	6.9e-17
156	N56	3.46e-09
156	N57	0.01269
156	N58	0.0009254
156	N59	4.387e-05
