POS	Node	State	Prob
2	N7	1	3.299e-06
2	S36	1	0
2	S33	1	0
2	S31	1	0
2	S34	1	0
2	N12	1	2.465e-09
2	S32	1	0
2	N11	1	1.144e-14
2	N10	1	9.39e-09
2	S29	1	0
2	S30	1	0
2	N13	1	3.75e-07
2	N9	1	1.44e-06
2	N8	1	3.618e-07
2	N6	1	2.491e-07
2	S51	1	0
2	S45	1	0
2	S48	1	0
2	S49	1	0
2	S50	1	0
2	S46	1	0
2	S47	1	0
2	N20	1	2.972e-14
2	N19	1	3.357e-08
2	N18	1	3.025e-08
2	N17	1	3.89e-08
2	N16	1	1.158e-07
2	S38	1	0
2	S39	1	0
2	S40	1	0
2	N25	1	2.107e-09
2	S44	1	0
2	N24	1	9.537e-08
2	N23	1	8.521e-08
2	S42	1	0
2	S43	1	0
2	N26	1	5.785e-07
2	N22	1	1.627e-07
2	S41	1	0
2	N21	1	3.092e-07
2	N15	1	1.595e-07
2	N14	1	3.862e-07
2	N5	1	5.442e-06
2	S24	1	0
2	S25	1	0
2	S26	1	0
2	N30	1	7.142e-15
2	N29	1	7.071e-13
2	S22	1	0
2	S6	1	0
2	S11	1	0
2	S10	1	0
2	N39	1	3.541e-15
2	S5	1	0
2	N38	1	2.546e-21
2	S9	1	0
2	N37	1	3.531e-15
2	N36	1	3.532e-15
2	S8	1	0
2	S7	1	0
2	N40	1	4.605e-18
2	N35	1	6.655e-15
2	S17	1	0
2	S19	1	0
2	N45	1	7.1e-15
2	S18	1	0
2	N44	1	6.705e-18
2	S15	1	0
2	S16	1	0
2	N46	1	3.549e-15
2	N43	1	1.069e-14
2	S13	1	0
2	S14	1	0
2	N47	1	1.174e-18
2	N42	1	1.007e-17
2	S12	1	0
2	N41	1	4.199e-15
2	N34	1	4.764e-10
2	S23	1	0
2	N33	1	9.63e-08
2	S20	1	0
2	S21	1	0
2	N48	1	4.609e-10
2	N32	1	5.305e-09
2	N31	1	3.668e-08
2	N28	1	2.05e-05
2	S4	1	0
2	S2	1	0
2	S3	1	0
2	S1	1	0
2	N51	1	1.051e-06
2	N50	1	1.715e-06
2	N49	1	2.231e-05
2	N27	1	0.000312
2	N4	1	0.000755
2	N2	1	0.1088
2	S52	1	0
2	N1	1	0.07311
3	S27	1	0.5826
3	S28	1	1
3	N3	1	0.6341
3	S35	1	0.03595
3	S37	1	0.03739
3	N7	1	0.03396
3	S36	1	0.03569
3	S33	1	0.03588
3	S31	1	0.03656
3	S34	1	0.03611
3	N12	1	0.03589
3	S32	1	0.03588
3	N11	1	0.03588
3	N10	1	0.0358
3	S29	1	0.03641
3	S30	1	0.03642
3	N13	1	0.03594
3	N9	1	0.03436
3	N8	1	0.03372
3	N6	1	0.03346
3	S51	1	0.03338
3	S45	1	0.03429
3	S48	1	0.03466
3	S49	1	0.03484
3	S50	1	0.03541
3	S46	1	0.03507
3	S47	1	0.03505
3	N20	1	0.03505
3	N19	1	0.0349
3	N18	1	0.03445
3	N17	1	0.03428
3	N16	1	0.03366
3	S38	1	0.03594
3	S39	1	0.03578
3	S40	1	0.03594
3	N25	1	0.03574
3	S44	1	0.03819
3	N24	1	0.03553
3	N23	1	0.03538
3	S42	1	0.03592
3	S43	1	0.03623
3	N26	1	0.03489
3	N22	1	0.03448
3	S41	1	0.03517
3	N21	1	0.03408
3	N15	1	0.03336
3	N14	1	0.0326
3	N5	1	0.03214
3	S24	1	0
3	S25	1	0
3	S26	1	0
3	N30	1	7.127e-15
3	N29	1	2.24e-12
3	S22	1	0
3	S6	1	0
3	S11	1	0
3	S10	1	0
3	N39	1	3.533e-15
3	S5	1	0
3	N38	1	2.539e-21
3	S9	1	0
3	N37	1	3.524e-15
3	N36	1	3.525e-15
3	S8	1	0
3	S7	1	0
3	N40	1	4.594e-18
3	N35	1	6.641e-15
3	S17	1	0
3	S19	1	0
3	N45	1	7.085e-15
3	S18	1	0
3	N44	1	6.687e-18
3	S15	1	0
3	S16	1	0
3	N46	1	3.542e-15
3	N43	1	1.067e-14
3	S13	1	0
3	S14	1	0
3	N47	1	1.172e-18
3	N42	1	1.004e-17
3	S12	1	0
3	N41	1	4.19e-15
3	N34	1	4.755e-10
3	S23	1	0
3	N33	1	9.62e-08
3	S20	1	0
3	S21	1	0
3	N48	1	4.603e-10
3	N32	1	7.566e-09
3	N31	1	1.32e-07
3	N28	1	0.0004379
3	S4	1	0
3	S2	1	0
3	S3	1	0
3	S1	1	0
3	N51	1	1.25e-06
3	N50	1	5.506e-06
3	N49	1	0.0002885
3	N27	1	0.008966
3	N4	1	0.02197
3	N2	1	0.602
3	S52	1	0
3	N1	1	0.09542
4	S27	1	0
4	S28	1	0
4	N3	1	0.0002548
4	S35	1	1
4	S37	1	1
4	N7	1	1
4	S36	1	1
4	S33	1	1
4	S31	1	1
4	S34	1	1
4	N12	1	1
4	S32	1	1
4	N11	1	1
4	N10	1	1
4	S29	1	1
4	S30	1	1
4	N13	1	1
4	N9	1	1
4	N8	1	1
4	N6	1	1
4	S51	1	1
4	S45	1	1
4	S48	1	1
4	S49	1	1
4	S50	1	1
4	S46	1	1
4	S47	1	1
4	N20	1	1
4	N19	1	1
4	N18	1	1
4	N17	1	1
4	N16	1	1
4	S38	1	1
4	S39	1	1
4	S40	1	1
4	N25	1	1
4	S44	1	1
4	N24	1	1
4	N23	1	1
4	S42	1	1
4	S43	1	1
4	N26	1	1
4	N22	1	1
4	S41	1	1
4	N21	1	1
4	N15	1	1
4	N14	1	1
4	N5	1	0.9999
4	S24	1	0
4	S25	1	0
4	S26	1	0
4	N30	1	6.992e-15
4	N29	1	9.529e-13
4	S22	1	0
4	S6	1	0
4	S11	1	0
4	S10	1	0
4	N39	1	3.467e-15
4	S5	1	0
4	N38	1	2.472e-21
4	S9	1	0
4	N37	1	3.457e-15
4	N36	1	3.458e-15
4	S8	1	0
4	S7	1	0
4	N40	1	4.486e-18
4	N35	1	6.515e-15
4	S17	1	0
4	S19	1	0
4	N45	1	6.951e-15
4	S18	1	0
4	N44	1	6.528e-18
4	S15	1	0
4	S16	1	0
4	N46	1	3.475e-15
4	N43	1	1.047e-14
4	S13	1	0
4	S14	1	0
4	N47	1	1.149e-18
4	N42	1	9.814e-18
4	S12	1	0
4	N41	1	4.111e-15
4	N34	1	4.664e-10
4	S23	1	0
4	N33	1	9.431e-08
4	S20	1	0
4	S21	1	0
4	N48	1	4.513e-10
4	N32	1	5.573e-09
4	N31	1	5.211e-08
4	N28	1	9.097e-05
4	S4	1	0
4	S2	1	0
4	S3	1	0
4	S1	1	0
4	N51	1	1.063e-06
4	N50	1	2.322e-06
4	N49	1	6.706e-05
4	N27	1	0.001775
4	N4	1	0.00434
4	N2	1	0.0005275
4	S52	1	0
4	N1	1	0.0682
5	S27	1	0
5	S28	1	0
5	N3	1	0.0001544
5	S35	1	1
5	S37	1	1
5	N7	1	1
5	S36	1	1
5	S33	1	1
5	S31	1	1
5	S34	1	1
5	N12	1	1
5	S32	1	1
5	N11	1	1
5	N10	1	1
5	S29	1	1
5	S30	1	1
5	N13	1	1
5	N9	1	1
5	N8	1	1
5	N6	1	0.9999
5	S51	1	0
5	S45	1	0
5	S48	1	0
5	S49	1	0
5	S50	1	0
5	S46	1	0
5	S47	1	0
5	N20	1	3.04e-14
5	N19	1	3.64e-08
5	N18	1	5.872e-07
5	N17	1	2.313e-05
5	N16	1	0.009555
5	S38	1	1
5	S39	1	1
5	S40	1	1
5	N25	1	1
5	S44	1	1
5	N24	1	1
5	N23	1	1
5	S42	1	1
5	S43	1	1
5	N26	1	1
5	N22	1	1
5	S41	1	1
5	N21	1	0.9992
5	N15	1	0.3386
5	N14	1	0.335
5	N5	1	0.3735
5	S24	1	0
5	S25	1	0
5	S26	1	0
5	N30	1	7.289e-15
5	N29	1	7.91e-13
5	S22	1	0
5	S6	1	0
5	S11	1	0
5	S10	1	0
5	N39	1	3.614e-15
5	S5	1	0
5	N38	1	2.618e-21
5	S9	1	0
5	N37	1	3.604e-15
5	N36	1	3.605e-15
5	S8	1	0
5	S7	1	0
5	N40	1	4.722e-18
5	N35	1	6.792e-15
5	S17	1	0
5	S19	1	0
5	N45	1	7.246e-15
5	S18	1	0
5	N44	1	6.878e-18
5	S15	1	0
5	S16	1	0
5	N46	1	3.622e-15
5	N43	1	1.091e-14
5	S13	1	0
5	S14	1	0
5	N47	1	1.198e-18
5	N42	1	1.032e-17
5	S12	1	0
5	N41	1	4.286e-15
5	N34	1	4.863e-10
5	S23	1	0
5	N33	1	9.828e-08
5	S20	1	0
5	S21	1	0
5	N48	1	4.704e-10
5	N32	1	5.526e-09
5	N31	1	4.175e-08
5	N28	1	3.933e-05
5	S4	1	0
5	S2	1	0
5	S3	1	0
5	S1	1	0
5	N51	1	1.083e-06
5	N50	1	1.923e-06
5	N49	1	3.45e-05
5	N27	1	0.0006914
5	N4	1	0.001671
5	N2	1	0.000313
5	S52	1	0
5	N1	1	0.06848
6	S27	1	0
6	S28	1	0
6	N3	1	0.0002489
6	S35	1	0.8699
6	S37	1	0.8407
6	N7	1	0.91
6	S36	1	0.8751
6	S33	1	0.8712
6	S31	1	0.8573
6	S34	1	0.8665
6	N12	1	0.871
6	S32	1	0.8713
6	N11	1	0.8713
6	N10	1	0.8728
6	S29	1	0.8605
6	S30	1	0.8603
6	N13	1	0.8699
6	N9	1	0.9019
6	N8	1	0.9149
6	N6	1	0.9202
6	S51	1	1
6	S45	1	1
6	S48	1	1
6	S49	1	1
6	S50	1	1
6	S46	1	1
6	S47	1	1
6	N20	1	1
6	N19	1	1
6	N18	1	1
6	N17	1	1
6	N16	1	1
6	S38	1	0.9428
6	S39	1	0.9462
6	S40	1	0.9428
6	N25	1	0.9472
6	S44	1	0.8929
6	N24	1	0.9518
6	N23	1	0.9551
6	S42	1	0.9432
6	S43	1	0.9365
6	N26	1	0.9661
6	N22	1	0.975
6	S41	1	0.9599
6	N21	1	0.9839
6	N15	1	0.9999
6	N14	1	0.9998
6	N5	1	0.947
6	S24	1	0
6	S25	1	0
6	S26	1	0
6	N30	1	7.102e-15
6	N29	1	9.521e-13
6	S22	1	0
6	S6	1	0
6	S11	1	0
6	S10	1	0
6	N39	1	3.521e-15
6	S5	1	0
6	N38	1	2.526e-21
6	S9	1	0
6	N37	1	3.511e-15
6	N36	1	3.512e-15
6	S8	1	0
6	S7	1	0
6	N40	1	4.574e-18
6	N35	1	6.617e-15
6	S17	1	0
6	S19	1	0
6	N45	1	7.06e-15
6	S18	1	0
6	N44	1	6.658e-18
6	S15	1	0
6	S16	1	0
6	N46	1	3.529e-15
6	N43	1	1.063e-14
6	S13	1	0
6	S14	1	0
6	N47	1	1.168e-18
6	N42	1	1e-17
6	S12	1	0
6	N41	1	4.176e-15
6	N34	1	4.738e-10
6	S23	1	0
6	N33	1	9.578e-08
6	S20	1	0
6	S21	1	0
6	N48	1	4.584e-10
6	N32	1	5.645e-09
6	N31	1	5.195e-08
6	N28	1	8.771e-05
6	S4	1	0
6	S2	1	0
6	S3	1	0
6	S1	1	0
6	N51	1	1.078e-06
6	N50	1	2.321e-06
6	N49	1	6.512e-05
6	N27	1	0.001698
6	N4	1	0.004139
6	N2	1	0.0005136
6	S52	1	0
6	N1	1	0.06831
7	S27	1	0
7	S28	1	0
7	N3	1	0.008991
7	S35	1	0.1858
7	S37	1	0.1817
7	N7	1	0.1915
7	S36	1	0.1866
7	S33	1	0.186
7	S31	1	0.1841
7	S34	1	0.1854
7	N12	1	0.186
7	S32	1	0.186
7	N11	1	0.186
7	N10	1	0.1863
7	S29	1	0.1845
7	S30	1	0.1845
7	N13	1	0.1858
7	N9	1	0.1903
7	N8	1	0.1922
7	N6	1	0.1929
7	S51	1	0.1932
7	S45	1	0.1905
7	S48	1	0.1895
7	S49	1	0.189
7	S50	1	0.1874
7	S46	1	0.1883
7	S47	1	0.1884
7	N20	1	0.1884
7	N19	1	0.1888
7	N18	1	0.1901
7	N17	1	0.1906
7	N16	1	0.1923
7	S38	1	0.1859
7	S39	1	0.1863
7	S40	1	0.1859
7	N25	1	0.1864
7	S44	1	0.1794
7	N24	1	0.187
7	N23	1	0.1874
7	S42	1	0.1859
7	S43	1	0.185
7	N26	1	0.1889
7	N22	1	0.19
7	S41	1	0.1881
7	N21	1	0.1912
7	N15	1	0.1932
7	N14	1	0.1954
7	N5	1	0.1967
7	S24	1	1
7	S25	1	1
7	S26	1	1
7	N30	1	1
7	N29	1	1
7	S22	1	1
7	S6	1	1
7	S11	1	1
7	S10	1	1
7	N39	1	1
7	S5	1	1
7	N38	1	1
7	S9	1	1
7	N37	1	1
7	N36	1	1
7	S8	1	1
7	S7	1	1
7	N40	1	1
7	N35	1	1
7	S17	1	1
7	S19	1	1
7	N45	1	1
7	S18	1	1
7	N44	1	1
7	S15	1	1
7	S16	1	1
7	N46	1	1
7	N43	1	1
7	S13	1	1
7	S14	1	1
7	N47	1	1
7	N42	1	1
7	S12	1	1
7	N41	1	1
7	N34	1	1
7	S23	1	1
7	N33	1	1
7	S20	1	1
7	S21	1	1
7	N48	1	1
7	N32	1	1
7	N31	1	1
7	N28	1	0.9965
7	S4	1	0
7	S2	1	0
7	S3	1	0
7	S1	1	0
7	N51	1	6.404e-06
7	N50	1	0.0001029
7	N49	1	0.007122
7	N27	1	0.2311
7	N4	1	0.2258
7	N2	1	0.01893
7	S52	1	0.07509
7	N1	1	0.07256
8	S27	1	0
8	S28	1	0
8	N3	1	8.958e-05
8	S35	1	0.01968
8	S37	1	0.0217
8	N7	1	0.0169
8	S36	1	0.01931
8	S33	1	0.01958
8	S31	1	0.02055
8	S34	1	0.01991
8	N12	1	0.0196
8	S32	1	0.01958
8	N11	1	0.01958
8	N10	1	0.01947
8	S29	1	0.02033
8	S30	1	0.02034
8	N13	1	0.01968
8	N9	1	0.01746
8	N8	1	0.01656
8	N6	1	0.01619
8	S51	1	0.01608
8	S45	1	0.01736
8	S48	1	0.01787
8	S49	1	0.01813
8	S50	1	0.01893
8	S46	1	0.01846
8	S47	1	0.01842
8	N20	1	0.01842
8	N19	1	0.01822
8	N18	1	0.01758
8	N17	1	0.01735
8	N16	1	0.01648
8	S38	1	0.01967
8	S39	1	0.01945
8	S40	1	0.01967
8	N25	1	0.01939
8	S44	1	0.02283
8	N24	1	0.0191
8	N23	1	0.01889
8	S42	1	0.01964
8	S43	1	0.02007
8	N26	1	0.01819
8	N22	1	0.01763
8	S41	1	0.01859
8	N21	1	0.01706
8	N15	1	0.01605
8	N14	1	0.01498
8	N5	1	0.01434
8	S24	1	0
8	S25	1	0
8	S26	1	0
8	N30	1	6.955e-15
8	N29	1	6.389e-13
8	S22	1	0
8	S6	1	0
8	S11	1	0
8	S10	1	0
8	N39	1	3.448e-15
8	S5	1	0
8	N38	1	2.455e-21
8	S9	1	0
8	N37	1	3.439e-15
8	N36	1	3.44e-15
8	S8	1	0
8	S7	1	0
8	N40	1	4.457e-18
8	N35	1	6.48e-15
8	S17	1	0
8	S19	1	0
8	N45	1	6.914e-15
8	S18	1	0
8	N44	1	6.485e-18
8	S15	1	0
8	S16	1	0
8	N46	1	3.456e-15
8	N43	1	1.041e-14
8	S13	1	0
8	S14	1	0
8	N47	1	1.143e-18
8	N42	1	9.752e-18
8	S12	1	0
8	N41	1	4.089e-15
8	N34	1	4.64e-10
8	S23	1	0
8	N33	1	9.379e-08
8	S20	1	0
8	S21	1	0
8	N48	1	4.489e-10
8	N32	1	5.084e-09
8	N31	1	3.262e-08
8	N28	1	6.666e-06
8	S4	1	0
8	S2	1	0
8	S3	1	0
8	S1	1	0
8	N51	1	1.017e-06
8	N50	1	1.545e-06
8	N49	1	1.325e-05
8	N27	1	3.222e-05
8	N4	1	7.663e-05
8	N2	1	0.0001793
8	S52	1	1
8	N1	1	0.1142
9	S27	1	1
9	S28	1	0
9	N3	1	0.1179
9	S35	1	0.02284
9	S37	1	0.02477
9	N7	1	0.02019
9	S36	1	0.02249
9	S33	1	0.02275
9	S31	1	0.02367
9	S34	1	0.02307
9	N12	1	0.02277
9	S32	1	0.02275
9	N11	1	0.02275
9	N10	1	0.02265
9	S29	1	0.02346
9	S30	1	0.02347
9	N13	1	0.02284
9	N9	1	0.02073
9	N8	1	0.01988
9	N6	1	0.01952
9	S51	1	0.01941
9	S45	1	0.02063
9	S48	1	0.02112
9	S49	1	0.02136
9	S50	1	0.02213
9	S46	1	0.02168
9	S47	1	0.02164
9	N20	1	0.02164
9	N19	1	0.02145
9	N18	1	0.02084
9	N17	1	0.02062
9	N16	1	0.01979
9	S38	1	0.02283
9	S39	1	0.02263
9	S40	1	0.02283
9	N25	1	0.02256
9	S44	1	0.02584
9	N24	1	0.02229
9	N23	1	0.02209
9	S42	1	0.02281
9	S43	1	0.02322
9	N26	1	0.02143
9	N22	1	0.02089
9	S41	1	0.0218
9	N21	1	0.02035
9	N15	1	0.01938
9	N14	1	0.01837
9	N5	1	0.01775
9	S24	1	0
9	S25	1	0
9	S26	1	0
9	N30	1	7.155e-15
9	N29	1	9.591e-13
9	S22	1	0
9	S6	1	0
9	S11	1	0
9	S10	1	0
9	N39	1	3.547e-15
9	S5	1	0
9	N38	1	2.552e-21
9	S9	1	0
9	N37	1	3.538e-15
9	N36	1	3.539e-15
9	S8	1	0
9	S7	1	0
9	N40	1	4.616e-18
9	N35	1	6.667e-15
9	S17	1	0
9	S19	1	0
9	N45	1	7.113e-15
9	S18	1	0
9	N44	1	6.721e-18
9	S15	1	0
9	S16	1	0
9	N46	1	3.556e-15
9	N43	1	1.071e-14
9	S13	1	0
9	S14	1	0
9	N47	1	1.176e-18
9	N42	1	1.009e-17
9	S12	1	0
9	N41	1	4.207e-15
9	N34	1	4.773e-10
9	S23	1	0
9	N33	1	9.65e-08
9	S20	1	0
9	S21	1	0
9	N48	1	4.618e-10
9	N32	1	5.69e-09
9	N31	1	5.234e-08
9	N28	1	8.826e-05
9	S4	1	0
9	S2	1	0
9	S3	1	0
9	S1	1	0
9	N51	1	1.086e-06
9	N50	1	2.338e-06
9	N49	1	6.553e-05
9	N27	1	0.001707
9	N4	1	0.004159
9	N2	1	0.1121
9	S52	1	0.07531
9	N1	1	0.07685
